电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
克里斯托弗·罗宾,马克·福斯特,亚历克斯·罗斯·派瑞/汤姆·麦卡锡/艾莉森·施罗德/格雷戈·布鲁克/马克·斯蒂文·约翰逊/A·A·米尔恩/厄内斯特·谢巴德,伊万·麦克格雷格/海莉·阿特维尔/勃朗特·卡迈克尔/马克·加蒂斯/奥利弗·福德·戴维斯/阿德里安·斯卡伯勒/罗杰·阿什顿-格里菲斯/阿曼达·劳伦斯/凯蒂·卡迈克尔/特里斯坦·斯特罗克/保罗·查希迪/迈克尔·吉恩/舒雅德·法瑞斯/马特·贝里/西蒙·法纳比/麦肯锡·克鲁克/吉姆·库宁斯/布拉德·加内特/尼克·穆罕默德/彼得·卡帕尔迪/苏菲·奥康内多/托比·琼斯/李·阿斯奎斯-柯/罗伊·贝克/金塔雷·贝尼奥拉维特/贝恩·科拉科/托马斯·派登/库姆德·潘特/理查德·谢尔曼/彼得·辛格/卡罗尔·斯蒂尔/艾薇·维,喜剧/动画/冒险,美国,英语,2018-08-03(美国),104分钟,小熊维尼真人版/小熊维尼/维尼与我(港)/挚友·维尼(台)/WinnieThePooh,tt4575576
德鲁大叔,查尔斯·斯通三世,杰·朗吉诺,凯里·欧文/里尔·莱尔·哈瓦瑞/沙奎尔·奥尼尔/克里斯·韦伯/雷吉·米勒/内特·罗宾逊/丽萨·莱斯利/埃丽卡·阿什/蒂凡尼·哈迪斯/尼克·克罗尔/迈克·艾普斯/J·B·斯穆夫/亚当·拉扎尔-怀特/比尔·沃尔顿/乔治·格文/史蒂夫·纳什/迪肯贝·穆托姆博/宁宁·利克斯/特伦斯·罗斯摩尔/德韦恩·博伊德/以利亚·埃弗雷特/盖奇·劳森,喜剧/运动,美国,英语,2019-01-11(中国大陆)/2018-06-29(美国),103分钟,街頭祖霸王(港),tt7334528
金钱世界,雷德利·斯科特,大卫·斯卡尔帕/约翰·皮尔逊,米歇尔·威廉姆斯/克里斯托弗·普卢默/马克·沃尔伯格/查理·普拉默/罗曼·杜里斯/蒂莫西·赫顿/斯塔西·马汀/查理·肖特韦尔/安德鲁·巴肯/马克·莱昂纳蒂/朱塞佩·博尼法蒂/尼可拉斯·瓦波里蒂斯/安德里亚·皮耶迪蒙特·博迪尼/古列尔莫·法维拉/尼古拉·迪奇欧/阿黛尔·蒂兰特/亚历山德拉·罗卡/弗兰切斯卡·茵奥迪/丹尼尔·高斯林/乔纳森·阿里斯,剧情/悬疑/犯罪,美国,英语,2018-03-02(中国大陆)/2017-12-25(美国),132分钟/124分钟(中国大陆),万恶金钱(港)/世上所有的财富,tt5294550
移动迷宫3：死亡解药,韦斯·鲍尔,T·S·诺林/詹姆斯·达什纳,迪伦·奥布莱恩/卡雅·斯考达里奥/李起弘/托马斯·布罗迪-桑斯特/罗莎·萨拉查/德克斯特·达登/艾丹·吉伦/威尔·保尔特/吉安卡罗·埃斯波西托/沃尔顿·戈金斯/派翠西娅·克拉克森/巴里·佩珀,动作/科幻/冒险,美国,英语,2018-01-26(美国/中国大陆),142分钟,移动迷宫3/死亡解药/TheDeathCure,tt4500922
游戏之夜,约翰·弗朗西斯·戴利/乔纳森·M·戈尔茨坦,马克·佩雷斯,杰森·贝特曼/瑞秋·麦克亚当斯/凯尔·钱德勒/莎朗·豪根/比利·马格努森/拉蒙尼·莫里斯/凯莉·班伯里/杰西·普莱蒙/迈克尔·C·豪尔/丹尼·赫斯顿/切尔西·帕瑞蒂/卡米利·陈/泽瑞克·威廉姆斯/约书亚·米克尔/R·F·戴利,喜剧/悬疑/犯罪,美国,英语,2018-02-23(美国),100分钟,游戏夜杀必死(台)/今晚玩救你(港),tt2704998
修女,科林·哈迪,加里·多伯曼/温子仁,德米安·比齐尔/泰莎·法米加/乔纳斯·布洛凯/邦妮·阿伦斯/维拉·法米加/帕特里克·威尔森/英格丽·比苏/夏洛特·霍普/桑德拉·特蕾丝/奥古斯特·马图洛/迈克尔·史麦利/大卫·霍罗维奇/丽丽·博尔丹/斯嘉丽·希克斯/丽兹·科菲/迪·布拉雷·贝克尔/黛布拉·威尔逊/马克·斯达格/莉迪亚·科洛科/艾玛·阿普尔顿/约翰尼·科瓦内/丹尼尔·曼德尔/西蒙·瑞/桑德拉·罗斯科,悬疑/惊悚/恐怖,美国,英语/法语/罗马尼亚语/拉丁语,2018-09-07(美国),96分钟,招魂外传/鬼修女(台)/诡修女(港)/Valak,tt5814060
野梨树,努里·比格·锡兰,阿克·阿克苏/埃布鲁·锡兰/努里·比格·锡兰,岛吾·德米尔考/穆拉特·杰姆吉尔/本努·耶勒德热姆拉尔/哈扎尔·埃尔居奇卢/塞尔坎·凯斯金/塔梅尔·莱文特/厄内尔·埃尔坎/里法特·桑贾尔/阿克·阿克苏/卡迪尔·瑟米克/欧扎·费什特,剧情,土耳其/马其顿/法国/德国/波黑/保加利亚/瑞典,土耳其语,2018-05-18(戛纳电影节)/2018-06-01(土耳其),188分钟,Lepoiriersauvage/TheWildPearTree,tt6628102
阴风阵阵,卢卡·瓜达尼诺,达里亚·尼科洛迪/大卫·凯根内奇/达里奥·阿基多,达科塔·约翰逊/蒂尔达·斯文顿/科洛·莫瑞兹/米娅·高斯/杰西卡·哈珀/西尔维·泰斯蒂/安吉拉·温科勒/玛高莎·贝拉/英格丽·卡文,惊悚/恐怖,意大利/美国,英语/德语/法语,2018-09-01(威尼斯电影节)/2018-11-02(美国),152分钟,美版阴风阵阵/窒息(台),tt1034415
的士速递5,弗兰克·盖思堂彼得,弗兰克·盖思堂彼得/斯特凡纳·卡赞吉安/吕克·贝松,弗兰克·盖思堂彼得/马利克·班泽拉/伯纳尔·法西/萨尔瓦托雷·埃斯波西托/萨巴纳·奥扎尼/爱德华·蒙多特/朗齐·贝迪亚/茂萨·马斯克里/夏洛特·加布里斯,喜剧/动作/犯罪,法国,法语/意大利语,2018-08-03(中国大陆)/2018-04-11(法国),100分钟(中国大陆)/102分钟,终极杀阵5(台)/出租车5,tt7238392
妈妈咪呀2,欧·帕克,欧·帕克,莉莉·詹姆斯/阿曼达·塞弗里德/朱丽·沃特斯/克里斯汀·芭伦斯基/皮尔斯·布鲁斯南/斯特兰·斯卡斯加德/科林·费尔斯/多米尼克·库珀/杰瑞米·艾文/亚历克萨·戴维斯/杰西卡·基南·温/乔什·迪伦/休·斯金纳/雪儿/梅丽尔·斯特里普/安迪·加西亚/西莉亚·伊姆里/欧米德·吉亚李利/杰拉德·摩纳科/森尚子/伊川东吾/阿纳斯塔西娅·希尔/苏珊娜·巴克莱德/乔纳森·戈德史密斯/凯西·克莱尔/班尼·安德森/戴尔·布兰斯顿/亚历珊德拉·福特,喜剧/爱情/歌舞,英国/美国,英语/法语/希腊语,2018-08-03(中国大陆)/2018-07-20(美国),114分钟,妈妈咪呀！2/妈妈咪呀！回来了(台)/妈妈咪呀！开心再嚟(港)/妈妈咪呀2：再次出发/妈妈咪呀：重蹈覆辙,tt6911608
喜欢，轻吻，快跑,克里斯托夫·奥诺雷,克里斯托夫·奥诺雷,文森特·拉科斯特/皮埃尔·德隆尚/德尼·波达利德斯/阿黛尔·维斯梅思/托马斯·冈萨雷斯/克莱蒙·梅特耶/昆廷·蒂博/特里斯坦·法尔热/索菲·勒图讷尔/马莱娜·索尔达纳/卢卡·马林诺夫斯基/埃里克·维涅尔/罗曼·施耐纳,剧情/爱情/同性,法国,法语,2018-05-10(戛纳电影节),132分钟,惹人爱，爱别人，快快追别人(港)/喜欢你、爱上你、逃离你(台)/取悦，爱慕，飞跑/SorryAngel/Plaire...,tt7534054
五十度飞,詹姆斯·弗雷,E·L·詹姆斯/尼尔·伦纳德,达科塔·约翰逊/詹米·多南/阿莉尔·凯贝尔/埃里克·约翰逊/瑞塔·奥拉/卢克·葛莱姆斯/布兰特·道格尔迪/泰勒·霍奇林/马克斯·马蒂尼/劳拉·雅各布斯/费伊·马斯特森,剧情/爱情/情色,美国,英语,2018-02-09(美国),105分钟/110分钟(未分级版),五十度灰3/格雷的五十道色戒3(港)/格雷的五十道阴影：自由(台)/五十度自由,tt4477536
被抹去的男孩,乔尔·埃哲顿,加拉德·康利/乔尔·埃哲顿,卢卡斯·赫奇斯/妮可·基德曼/罗素·克劳/玛德琳·克莱因/维克托·麦凯/大卫·约瑟夫·克雷格/特洛耶·希文/艾米丽·辛克尔/德文·迈克尔/马特·伯克/林赛·莫泽/杰西·拉图雷特/布里顿·瑟尔/大卫·迪特莫尔/威廉·吴/乔尔·埃哲顿/泽维尔·多兰/蒂姆·韦尔/弗利/兰德尔·P·海文斯/乔·阿尔文,剧情/同性/传记,美国,英语,2018-09-01(特柳赖德电影节)/2018-11-02(美国),115分钟,抹去的男孩/被抹掉的男孩,tt7008872
劫匪,约翰·李·汉考克,约翰·李·汉考克/约翰·福斯克,凯文·科斯特纳/伍迪·哈里森/凯西·贝茨/金·迪肯斯/约翰·卡洛·林奇/W·厄尔·布朗/托马斯·曼/大卫·福尔/杰西·C·博伊德/简·麦克尼尔/比利·斯洛特/大卫·德怀尔/杰森·戴维斯/乔希·卡拉斯/布莱恩·杜尔金/迪恩·J·韦斯特/大卫·博恩/迈克尔·德雷珀/杰夫·波普/托尼亚·马尔多纳多/库伦·莫斯/乔希·文图拉/迪安·丹顿/乔·奈泽维奇,剧情/悬疑/惊悚/犯罪,美国,英语,2019-03-29(美国),132分钟,辣手骑警(港)/缉狂公路(台)/追击雌雄大盗/公路响马/Highwaymen,tt1860242
罪人,古斯塔夫·莫勒,古斯塔夫·莫勒/埃米尔·尼加德·阿尔伯森,雅各布·克德格恩/杰西卡·迪内奇/奥玛尔·沙加威/约翰·奥尔森/雅各布·乌尔里克·罗曼/西蒙·本尼杰格/劳拉·布罗/蒙坦·瑟贝尔/莫滕·桑博/安德斯·布林克·马德森/马特·福勒,剧情/惊悚/犯罪,丹麦,丹麦语,2018-01-21(圣丹斯电影节)/2018-06-14(丹麦),85分钟,来电追缉(港)/厄夜追缉令(台)/TheGuilty,tt6742252
克隆人,杰弗利·纳赫马诺夫,查德·圣·约翰/史蒂芬·哈梅尔,基努·里维斯/爱丽丝·伊芙/艾米丽·阿琳·林德/托马斯·米德蒂奇/恩杰伊·安东尼/约翰·奥提兹/尼亚切·海邓迪/艾莉亚·莱蕊克·勒布/艾梅柏·里维拉/艾梅柏·汤森/杰弗里·霍尔斯曼/桑娴·洛格罗诺/奥马尔·克鲁兹·索托/伊万·J·托雷斯·拉桑塔/让·皮埃尔·普拉茨/伊夫林·迪安-奥姆斯特德,科幻/悬疑/犯罪,英国/中国大陆/波多黎各/美国,英语,2018-11-23(中国大陆)/2019-01-11(美国),107分钟,捍卫生死线(台)/复制品/复生人/复制人,tt4154916
皇家酒店谋杀案,德鲁·高达,德鲁·高达,杰夫·布里吉斯/辛西娅·艾莉佛/达科塔·约翰逊/乔恩·哈姆/克里斯·海姆斯沃斯/卡莉·史派妮/刘易斯·普尔曼/尼克·奥弗曼/泽维尔·多兰/谢伊·惠格姆/马克·奥布莱恩/查尔斯·哈尔福德/吉姆·奥希尔/瑞贝卡·图兰/比利·威克曼/威廉·B·戴维斯/曼尼·贾希尼托/乔纳森·怀特赛尔/凯瑟琳·伊莎贝尔/萨拉·史密斯,剧情/悬疑/惊悚/犯罪,美国,英语,2018-09-27(奇幻电影节)/2018-10-12(美国),141分钟,皇家酒店的悲惨时光/坏事大饭店(台)/贼眉贼眼大酒店(港),tt6628394
方形,鲁本·奥斯特伦德,鲁本·奥斯特伦德,克拉斯·邦/伊丽莎白·莫斯/多米尼克·威斯特/泰瑞·诺塔里/克里斯托弗·莱索/玛丽娜·希彭蔻,喜剧,瑞典/德国/法国/丹麦,英语/瑞典语/丹麦语,2017-05-20(戛纳电影节)/2017-08-25(瑞典),151分钟,抓狂美术馆(台)/方寸见人心(港)/自由广场/魔方/方块/广场,tt4995790
爱在记忆消逝前,保罗·维尔齐,弗朗西斯·皮克罗/弗兰切斯卡·阿尔基布吉/保罗·维尔齐/MichaelZadoorian/斯蒂芬·阿米登,海伦·米伦/唐纳德·萨瑟兰/简·默勒尼/克里斯蒂·米切尔/罗伯特·沃克·布兰乔德/克里斯蒂安·麦凯/约书亚·胡佛/罗伯特·普拉尔戈/约书亚·米克尔,喜剧/爱情/冒险,意大利/法国,英语,2018-02-23(中国大陆)/2017-09-03(威尼斯电影节)/2018-01-25(意大利),112分钟,人生无限露营车(台)/爱在记忆消失前/浮生偷闲/求闲者/Ella&John-TheLeisureSeeker,tt3741632
公牛历险记,卡洛斯·沙尔丹哈,罗伯特·L·贝尔德/蒂姆·费德勒尔/布拉德·科普兰/罗恩·伯奇/大卫·基德/唐·莱默/曼罗·里夫/罗伯特·劳森,约翰·塞纳/凯特·麦克金农/莉莉·戴/鲍比·坎纳瓦尔/安东尼·安德森/大卫·田纳特/吉娜·罗德里格兹/戴维德·迪格斯/加布里埃尔·伊格莱西亚斯/杰洛德·卡尔迈克/劳尔·埃斯帕扎/米格尔·安赫尔·西尔维斯特/弗卢拉·博格/莎莉·菲利普斯/波瑞斯·科乔/杰克·戈尔/杰特·尤尔根斯米尔/奈尔·迪亚兹/科林·H·墨菲/卡洛斯·沙尔丹哈/杰瑞米·西斯托/路易斯·卡洛斯·德拉·隆巴纳/胡安内斯/茱莉亚·斯卡帕·萨尔达尼亚/拉斐尔·斯卡帕·萨尔达尼亚/卡拉·马丁内斯/乔迪·卡巴勒罗/玛丽亚·佩拉莫尔/娜扎宁·霍马/安德烈亚斯·A·埃斯帕萨/詹姆斯·帕伦博/伯纳多·德·保拉/贝莉塔·莫里诺/蒂姆·诺德奎斯特/阿尔瓦罗·门多萨/卡洛斯·雷格-普拉扎/辛迪·斯拉特里/杰森·弗里基奥内/苏珊娜·巴列斯特罗斯/安娜·帕特丽夏·加梅斯,喜剧/动画/冒险,美国,英语,2018-01-19(中国大陆)/2017-12-15(美国),108分钟,萌牛费迪南(台)/快D啦牛牛(港)/费迪南德的故事/公牛费迪南德/小牛费迪南/TheStoryofFerdinand,tt3411444
绿毛怪格林奇,亚罗·切尼/斯科特·摩西尔,迈克尔·勒西厄尔/汤米·斯威德洛/苏斯博士,本尼迪克特·康伯巴奇/卡梅伦·丝蕾/拉什达·琼斯/法瑞尔·威廉姆斯/特里斯坦·奥哈尔/基南·汤普森/山姆·拉瓦尼诺/雷蒙·汉密尔顿/安吉拉·兰斯伯瑞/斯嘉丽·艾斯特维兹/迈克尔·贝亚蒂/罗里·艾伦/卡特·海斯汀斯/卡洛斯·阿拉斯拉奇/约翰·卡西尔/凯茜·卡瓦蒂妮/丹尼·曼恩/杰里米·马克斯韦尔/汤森·科尔曼/斯科特·摩西尔/梅里·康德伦/拉瑞恩·纽曼/布莱恩·T·德莱尼/约翰·德米塔/比尔·法玛尔/乔尔·斯维唐/亚伦·福尔斯/明迪·斯特林/塔拉·斯特朗/杰斯·哈梅尔/雷吉纳·托芬/吉姆·瓦德,喜剧/动画/奇幻,法国/中国大陆/日本/美国,英语,2018-12-14(中国大陆)/2018-11-09(美国),86分钟,圣诞怪怪杰(港)/鬼灵精(台)/圣诞怪杰/苏斯博士的圣诞怪杰/Dr.Suess‘HowtheGrinchStoleChristmas/Dr.Seuss’TheGrinch,tt2709692
塔利,贾森·雷特曼,迪亚波罗·科蒂,查理兹·塞隆/麦肯兹·戴维斯/马克·杜普拉斯/朗·里维斯顿/艾米丽·海内/伊兰妮·谭/克里斯塔尔·伦伯格/马塞林·休格特/科琳·惠勒/嘉蜜拉·赖特/史蒂文·罗伯斯/谢德·鲁佩,剧情/喜剧,美国,英语,2018-01-23(圣丹斯电影节)/2018-05-04(美国),95分钟,厌世妈咪日记(台)/论尽爆煲妈咪(港)/塔莉,tt5610554
安娜贝尔2：诞生,大卫·F·桑德伯格,加里·多伯曼,斯黛芬妮·西格曼/特丽莎·贝特曼/露露·威尔逊/米兰达·奥图/安东尼·拉帕格利亚/艾丽西娅·维拉-贝利/格蕾丝·富尔顿/萨马拉·李/菲利帕·库特哈德/约瑟夫·比沙拉/凯莉·奥马利/布莱恩·豪威/亚当·巴特利/洛塔·洛森/布拉德·格林奎斯特/泰勒·巴克/马克·布拉姆霍尔/利亚姆·詹姆斯·拉莫斯/卢·卢·萨夫兰/泰勒·A·约翰逊/卡拉莱·奥斯汀,悬疑/惊悚/恐怖,美国,英语,2017-08-11(美国),109分钟,安娜贝尔：造孽(台)/诡娃安娜贝尔：造孽(港)/安娜贝尔2：创造物,tt5140878
脱欧：无理之战,托比·海恩斯,詹姆斯·格拉厄姆,本尼迪克特·康伯巴奇/李·博德曼/奥利弗·莫尔特曼/马尔科姆·弗里曼/莎拉·贝尔彻/露西·拉塞尔/奥利佛·伯奇/罗斯·哈特/利兹·怀特/西蒙·戴伊/约翰·赫夫南/保罗·莱恩/凯特·奥弗林/蒂姆·迈克穆兰/理查德·杜登/罗里·金奈尔/安贾纳·瓦桑/凯尔·索列尔/亚丁·吉勒特,剧情,英国/美国,英语,2019-01-07(英国)/2019-01-19(美国),92分钟,脱欧/脱欧：野蛮战争/英国脱欧：非内战/Brexit,tt8425058
坏种,罗伯·劳,威廉·玛奇/巴尔巴拉·马歇尔,麦肯娜·格瑞丝/卡拉·布欧诺/罗伯·劳/帕蒂·麦克马科/莎拉·杜格代尔/凯特·艾萨克/肖娜·约翰尼森/卢克·勒斯勒尔/约翰·埃梅特·特雷西/艾玛·梅里纳/玛茜·T·豪斯/洛恩·卡迪纳尔,剧情/悬疑/恐怖,美国,英语,2018-09-09(美国),84分钟,,tt4823992
霸主,朱利叶斯·艾弗里,比利·雷/马克·L·史密斯,约翰·艾德坡/怀亚特·罗素/马蒂尔德·奥利维耶/皮鲁·埃斯贝克/约翰·马加罗/伊恩·德·卡斯泰克/雅各布·安德森/多米尼克·阿普尔怀特/博基姆·伍德拜因/恩里奇·雷德曼/马克·麦克肯纳/海莉·卡迈克尔/米迦勒·埃普/RossTomlinson/本·特瓦索里/安迪·韦勒姆/帕特里克·布拉莫尔/肖恩·狄克逊/豪尔赫·莱昂·马丁内斯/伊娃·马格亚,动作/科幻/恐怖/战争,美国/加拿大,英语/俄语/法语/德语,2018-09-22(奥斯汀奇幻电影节)/2018-11-09(美国),110分钟,大君主之役(港)/霸王行动/君主/大君主行动,tt4530422
希斯特斯兄弟,雅克·欧迪亚,雅克·欧迪亚/托马斯·彼得葛恩/帕特里克·德威特,约翰·C·赖利/杰昆·菲尼克斯/杰克·吉伦哈尔/里兹·阿迈德/卡罗尔·凯恩/鲁特格尔·哈尔/克瑞德·布拉顿/约翰内斯·豪克尔·约翰内森/尼尔斯·阿贺斯图普/莱克茜·本博-哈特/丽贝卡·鲁特/菲利普·罗施/邓肯·拉克鲁瓦/伊恩·雷迪丁顿/阿尔多·马兰,犯罪/西部/冒险,法国/西班牙/罗马尼亚/美国/比利时,英语,2018-09-02(威尼斯电影节)/2018-10-19(美国),121分钟,姐妹兄弟/淘金杀手/LesFrèresSisters,tt4971344
茉莉牌局,艾伦·索金,艾伦·索金/茉莉·布鲁姆,杰西卡·查斯坦/伊德里斯·艾尔巴/凯文·科斯特纳/迈克尔·塞拉/杰瑞米·斯特朗/克里斯·奥多德/J.C.麦肯泽/布莱恩·达西·詹姆斯/比尔·坎普/格雷厄姆·格林/贾斯汀·柯克/安格拉·戈茨/娜塔莉·科瑞尔/斯蒂芬妮·赫菲尔德/麦迪逊·麦金利/乔·基瑞/迈克尔·卡斯洛夫/克莱尔·兰金/乔恩·巴斯/萨曼莎·伊斯莱尔/马修·德斯里普/杰克博·布莱尔/克里斯·博伊尔/瑞秋·斯盖顿/摩根·大卫·琼斯,剧情/传记,美国/中国大陆/加拿大,英语,2017-09-08(多伦多电影节)/2018-01-05(美国),140分钟,茉莉的牌局/决胜女王(台)/莫莉游戏(港),tt4209788
超大号美人,艾比·科恩/马克·西尔弗斯坦,艾比·科恩/马克·西尔弗斯坦,艾米·舒默/米歇尔·威廉姆斯/汤姆·霍珀/罗里·斯卡沃/阿德里安·马丁斯/艾米丽·拉塔科斯基/艾迪·布莱恩特/贝茜·菲利普斯/劳伦·赫顿/萨西尔·扎玛塔/安吉拉·戴维斯/卡罗琳·戴/安娜斯塔吉亚·彼埃尔·弗里尔/吉娅克罗瓦丁/奥莉维亚·库尔普/娜奥米·坎贝尔/杰弗里·格罗弗,喜剧,美国/中国大陆,英语,2018-08-28(中国大陆)/2018-04-20(美国),110分钟,姐就是美(台)/美丽爱自信/自觉美丽/人家美着呢(豆友译名),tt6791096
T-34坦克,阿列克赛·西多洛夫,阿列克赛·西多洛夫,亚历山大·佩特罗夫/文森兹·凯弗/维克多·多勃朗拉沃夫/伊琳娜·斯达申鲍姆/谢苗·特列斯库诺夫/尤利斯·鲍里索夫/阿尔焦姆·贝斯特罗夫/约书亚·格罗斯/伊格·克里普诺夫/彼得·斯科沃尔佐夫,动作/历史/战争,俄罗斯,俄语,2018-12-27(俄罗斯),139分钟,,tt8820590
不留痕迹,黛布拉·格兰尼克,黛布拉·格兰尼克/安娜·罗塞里尼/彼得·罗克,托马辛·麦肯齐/本·福斯特/JefferyRifflard/DerekJohnDrescher/迈克尔·德雷珀/PeterSimpson/ErikMcGlothlin/达娜·米利肯/AlyssaMcKay/RyanJoiner/杰夫·科伯/以赛亚·斯通/戴尔·迪奇/艾安娜·伯克希尔,剧情,美国,英语,2018-01-20(圣丹斯电影节)/2018-06-29(美国),109分钟,无痕成长/叶落无痕,tt3892172
月光光心慌慌,大卫·戈登·格林,杰夫·弗拉德利/丹尼·麦克布莱德/大卫·戈登·格林/约翰·卡朋特/黛布拉·希尔,杰米·李·柯蒂斯/朱迪·格雷尔/安迪·马蒂切克/詹姆斯·裘德·柯特尼/尼克·卡斯特尔/哈鲁克·比尔根纳尔/威尔·帕顿/里安·里斯/杰佛逊·豪尔/托比·胡斯/维吉尼亚·加德纳/迪伦·阿诺德/迈尔斯·罗宾斯/德鲁·谢伊德/吉布瑞尔·南谭布/迈克尔·哈瑞蒂/马修·安德森/奥马尔·J·多尔西/克里斯托弗·艾伦·尼尔森/P·J·索尔丝/桑迪·约翰逊/乔恩·埃里克·海克瑟姆/梅诺·佩卢斯/杰瑞德·莫泽/罗布·尼特,惊悚/恐怖,美国,英语,2018-09-08(多伦多电影节)/2018-10-19(美国),106分钟,月光光新慌慌(台)/万圣节归来/万圣节11/Halloween3-D/HalloweenReturns/HalloweenIII,tt1502407
红雀,弗朗西斯·劳伦斯,贾斯汀·海瑟/杰森·马修斯,詹妮弗·劳伦斯/乔尔·埃哲顿/马提亚斯·修奈尔/夏洛特·兰普林/玛丽·露易斯·帕克/塞伦·希德/乔莉·理查德森/比尔·坎普/杰瑞米·艾恩斯/斯科拉·鲁特/道格拉斯·霍奇斯/沙基纳·贾弗里/谢尔盖·波卢宁/萨沙·弗若洛娃/塞巴斯蒂安·胡克,剧情/悬疑/惊悚,美国,英语/俄语,2018-03-02(美国),140分钟,红雀特工(港)/红色麻雀/红燕子/红麻雀/朱雀,tt2873282
猎杀星期一,托米·维尔科拉,麦克斯·博特金/凯丽·威廉逊,劳米·拉佩斯/格伦·克洛斯/威廉·达福/马尔万·肯扎里/克里斯蒂安·鲁贝克/帕尔·斯维尔·哈根/托米瓦·埃敦/凯西·克莱尔/卡梅伦·杰克/柯尔斯蒂·阿弗顿/维加·霍尔/马达林·德拉甘/斯蒂格·弗洛德·亨里克森/亚历山大·阮/拉腊·德坎罗/玛丽·埃弗雷特/桑地亚哥·卡布瑞拉,科幻/惊悚,英国/美国/法国/比利时,英语,2017-08-06(洛迦诺电影节)/2017-08-18(英国),123分钟,超生游击队(豆友译名)/星期一怎么了/星期一发生了什么/七女/SevenSisters,tt1536537
欢乐满人间2,罗伯·马歇尔,大卫·麦基/帕梅拉·林登·特拉弗斯,艾米莉·布朗特/梅丽尔·斯特里普/科林·费尔斯/朱丽·沃特斯/安吉拉·兰斯伯瑞/艾米莉·莫迪默/本·卫肖/迪克·范·戴克/大卫·沃纳/林-曼努尔·米兰达/杰里米·斯威夫特/寇布勒·霍尔德布鲁克-史密斯/匹克西·戴夫斯/吉姆·诺顿/贝恩·科拉科/迈克尔·科布/伯纳多·桑托斯/乔安娜·希雅/露丝·霍洛克斯/贾格·帕特尔,歌舞,美国,英语,2018-12-19(美国),130分钟,魔法保姆(港)/爱·满人间(台)/新欢乐满人间,tt5028340
22英里,彼得·博格,利·卡彭特/格雷厄姆·罗兰,马克·沃尔伯格/劳伦·科汉/伊科·乌艾斯/约翰·马尔科维奇/龙达·鲁西/卡尔洛·阿尔班/娜塔莎·古布斯卡亚/李彩麟/山姆·麦地那/基思·阿瑟·鲍顿/比利·史密斯/米凯·霍姆斯/艾米莉·斯凯格斯/特里·金尼/普娜·贾甘纳坦/彼得·博格/埃尔·格雷厄姆/尼古拉·尼克拉斐/大卫·加雷利克/肖恩·艾弗里/特雷弗·格雷茨基/里奇·拉瑟福德/亚历山德拉·维诺/约翰·盖蒂尔/萨姆·鲁克/迈克尔·皮耶里诺·米勒/巴拉克·奥巴马/里克·佩雷斯/帕蒂·舍尔哈斯/唐纳德·特朗普/瑞文·韦恩,动作/犯罪/冒险,美国,英语/俄语/印度尼西亚语,2018-08-17(美国),94分钟,拳力逃脱(台)/绝地22哩(港),tt4560436
老人和枪,大卫·洛维,大卫·洛维/大卫·格恩,罗伯特·雷德福/茜茜·斯派塞克/卡西·阿弗莱克/丹尼·格洛弗/汤姆·威兹/提卡·森普特/阿勒·伊丽莎白·约翰逊/蒂根·约翰逊/吉因·琼斯/约翰·大卫·华盛顿/巴洛·雅克布斯/奥古斯丁·弗里泽尔/小伊塞亚·维特洛克/丽雅·罗伯茨/伊丽莎白·莫斯/阿尔菲厄斯·格林/基思·卡拉丹/肯妮莎·汤普森/罗伯特·朗斯特里特/乔丹·崔威里恩/托比·豪布鲁克斯/克里斯汀·岱伊/拉里·杰克·唐森/帕姆·多尔蒂,剧情/喜剧/犯罪,美国,英语,2018-08-31(特柳赖德电影节)/2018-10-19(美国),93分钟,老人与枪,tt2837574
马斯顿教授与神奇女侠,安吉拉·罗宾森,安吉拉·罗宾森,卢克·伊万斯/丽贝卡·豪尔/贝拉·希思科特/康妮·布里登/莫妮卡·乔达诺/约翰·约瑟夫·菲尔德/克里斯·康罗伊/奥利弗·普莱特/玛吉·卡斯特/阿莱克斯·哈维斯/莎伦·库珀/阿莉·加莱拉尼/克里斯托弗·乔恩·贡博什,剧情/爱情/同性/传记,美国,英语,2017-09-09(多伦多电影节)/2017-10-13(美国),108分钟,神力女超人的秘密(台)/占·诱神奇女侠(港)/马斯顿教授和神奇女侠,tt6133130
马柔本宅秘事,塞尔希奥·G·桑切斯,塞尔希奥·G·桑切斯,乔治·麦凯/安雅·泰勒-乔伊/查理·希顿/米娅·高斯/马修·斯塔格/妮可拉·哈里森/凯尔·索列尔/汤姆·费舍尔/玛拉·凯瑟琳·皮尔斯/保罗·杰森/罗伯特·奈尔恩/劳拉·布鲁克,剧情/惊悚/恐怖,西班牙,英语,2017-09-11(多伦多电影节)/2017-10-27(西班牙),110分钟,髓骨/Marrowbone/TheSecretofMarrowbone,tt5886440
惊涛飓浪,巴塔萨·科马库,亚伦·坎德尔/乔丹·坎德尔/大卫·布兰森·史密斯/塔米·阿什克拉夫特,山姆·克拉弗林/谢琳·伍德蕾/杰弗瑞·托马斯/伊丽莎白·霍桑/格蕾丝·帕尔默/塔米·阿什克拉夫特/凯尔·达米拉米安/露娜·坎贝尔/扎克·贝雷斯福德/锡亚莱·吐诺卡,爱情/灾难,美国,英语,2018-12-07(中国大陆)/2018-06-01(美国),96分钟,漂流心海(港)/我愿意(台)/漂流,tt6306064
