电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
摩天营救,罗森·马歇尔·瑟伯,罗森·马歇尔·瑟伯,道恩·强森/内芙·坎贝尔/黄经汉/罗兰·默勒/麦肯纳·罗伯茨/诺亚·科特雷尔/诺亚·泰勒/巴勃罗·施瑞博尔/凯文·兰金/昆凌/文峰/马特·欧莱瑞/比特里斯·金/马志/保罗·麦克吉莱恩/吴嘉星/艾德里安·霍姆斯/维努斯·特雷佐/杰特·克莱恩/拜伦·劳森/关永扬/法比欧·塔索恩/卡洛·余,动作/惊悚/冒险,美国,英语/粤语/汉语普通话,2018-07-20(中国大陆)/2018-07-13(美国),102分钟,摩天大楼(台)/高凶浩劫(港)/高耸入云,tt5758778
影,张艺谋,李威/张艺谋,邓超/孙俪/郑恺/王千源/王景春/胡军/关晓彤/吴磊/封柏,剧情/动作/武侠/古装,中国大陆/香港,汉语普通话,2018-09-30(中国大陆)/2018-09-06(威尼斯电影节),116分钟,三国·荆州/荆州保卫战/Shadow,tt6864046
狄仁杰之四大天王,徐克,张家鲁/徐克/陈国富,赵又廷/冯绍峰/林更新/阮经天/马思纯/刘嘉玲/盛鉴/杨一威/唐古特·宝日夫/张傲月/孙蛟龙/汪汐潮/铁男/李炳雷/许明虎,动作/悬疑/奇幻/武侠/古装,中国大陆/香港,汉语普通话,2018-07-27(中国大陆),132分钟,狄仁杰3/DetectiveDee:TheFourHeavenlyKings,tt6869538
神奇女侠,派蒂·杰金斯,艾伦·海因伯格/扎克·施奈德/贾森·福克斯/威廉·马斯顿,盖尔·加朵/克里斯·派恩/康妮·尼尔森/罗宾·怀特/丹尼·赫斯顿/大卫·休里斯/萨伊德·塔格马奥/艾文·布莱纳/尤金·布雷弗·洛克/露茜·戴维斯/埃伦娜·安纳亚/莉莉·阿斯佩尔/艾米丽·凯里/丽莎·洛文·孔斯利/安·奥戈博莫/杜晨·科洛斯,动作/奇幻/冒险,美国/中国大陆/香港,英语,2017-06-02(中国大陆/美国)/2017-05-30(香港/台湾),141分钟,神力女超人(台),tt0451279
海王,温子仁,大卫·莱斯利·约翰逊-麦戈德里克/威尔·比尔/乔夫·琼斯/温子仁/莫尔特·魏辛格/保罗·诺里斯,杰森·莫玛/艾梅柏·希尔德/威廉·达福/帕特里克·威尔森/妮可·基德曼/杜夫·龙格尔/叶海亚·阿卜杜勒-迈丁/特穆拉·莫里森/林路迪/迈克尔·比奇/兰道尔·朴/格拉汉姆·麦克泰维什/雷·沃纳尔/泰努伊·柯克伍德/塔穆尔·柯克伍德/丹泽尔·夸克/卡恩·古尔杜尔/奥蒂斯·丹吉/克考亚·克库毛诺/朱莉·安德鲁斯/约翰·瑞斯-戴维斯/杰曼·翰苏/索菲亚·福雷斯特/娜塔莉亚·姗福瑞/杰克·安德鲁/汉克·阿莫斯/帕特里克·考克斯/罗伯特·朗斯特里特/德维卡·帕利赫/梅布尔·塔莫内/文森特·B·拉戈斯/加布里埃拉·佩特科娃/爱丽丝·兰斯伯里/帕特里克·艾奇逊/约翰·盖蒂尔/塔丽亚·杰德·霍尔特/罗斯·克纳汉/布拉登·刘易斯/萨尔瓦多·梅伦达/山姆·莫纳汉/温妮·穆赞贝/凯·潘塔诺/安娜·帕奇/乔恩·奎斯蒂德/迪伦·斯图默/米奇·武尔夫,动作/奇幻/冒险,美国/澳大利亚,英语/毛利语/意大利语/俄语,2018-12-07(中国大陆)/2018-12-21(美国),143分钟,水行侠(港/台)/潜水侠/水人/人鱼哥(豆友译名),tt1477834
山茶花飘零,木村大作,小泉尧史,冈田准一/西岛秀俊/黑木华/池松壮亮/绪形直人/柳乐优弥/芳根京子/骏河太郎/渡边大/麻生久美子/石桥莲司/富司纯子/奥田瑛二,剧情/动作,日本,日语,2018-09-28(日本),111分钟,飘落的山茶花/椿花散落,tt6926356
碟中谍6：全面瓦解,克里斯托弗·麦奎里,克里斯托弗·麦奎里/布鲁斯·盖勒,汤姆·克鲁斯/亨利·卡维尔/文·瑞姆斯/西蒙·佩吉/丽贝卡·弗格森/西恩·哈里斯/安吉拉·贝塞特/凡妮莎·柯比/米歇尔·莫纳汉/韦斯·本特利/费雷德里克·施密特/亚历克·鲍德温/杨亮/克里斯托弗·约纳尔/沃尔夫·布利策/拉斐尔·琼勒/安德鲁·卡扎纳夫·平/克里斯多夫·德·舒瓦西/拉裴尔·德普雷/让·巴普蒂斯特·菲永/马克斯·盖勒/奥利维尔·体班德/亚历山大·普尔/阿利克斯·贝纳泽什/乔伊·安沙/维利贝·托皮奇/格雷厄姆·福克斯/卡斯珀·菲利普森/菲恩·乔利/鲁斯·贝恩/奈杰尔·艾伦,动作/惊悚/冒险,美国/中国大陆/法国/挪威,英语/法语,2018-08-31(中国大陆)/2018-07-27(美国),147分钟/148分钟(中国大陆),碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港)/Mission:Impossible6/MI6,tt4912910
战狼2,吴京,吴京/董群/刘毅,吴京/弗兰克·格里罗/吴刚/张翰/卢靖姗/丁海峰/淳于珊珊/余男/于谦/石兆琪/海蒂·莫尼梅克/奥列格·普鲁迪乌斯/艾伦·托尼/赛尔·哈里斯/高明/王森/苇青/程愫/张永达/郭秋成/杜建桥/周冠廷/安·詹姆斯/黛安娜·希拉/孙率航/张馨月/关海龙/安妮塔·斯图尔特/特雷弗·琼斯/奥斯汀·普里斯特/克莱·方特诺特/保罗·艾力卡/丹尼尔·哈格里夫/李镇男/庄小龙/陈云志/肯尼迪,动作/战争,中国大陆,汉语普通话/英语,2017-07-27(中国大陆),123分钟,新战狼/新战死沙场/WolfWarriors2,tt7131870
王牌特工2：黄金圈,马修·沃恩,简·古德曼/马修·沃恩/马克·米勒/戴夫·吉布森,塔伦·埃格顿/科林·费尔斯/马克·斯特朗/朱丽安·摩尔/埃尔顿·约翰/爱德华·霍尔克罗夫特/哈莉·贝瑞/佩德罗·帕斯卡/查宁·塔图姆/杰夫·布里吉斯/迈克尔·刚本/索菲·库克森/汉娜·奥斯特罗姆/比约恩·格拉纳特/莱娜·恩卓/波比·迪瓦伊/汤姆·本尼迪克·奈特/托马斯·图尔格斯/基思·艾伦/艾米丽·沃森/布鲁斯·格林伍德/戈登·亚历山大/马丁·福特/明格斯·约翰斯顿,喜剧/动作/冒险,英国/美国,英语/意大利语/瑞典语,2017-10-20(中国大陆)/2017-09-20(英国)/2017-09-22(美国),141分钟/139分钟(中国大陆),王牌特工2/皇家特工：金圈子(港)/金牌特务：机密对决(台)/王牌特工2：黄金圆环/王牌特工：黄金圈/Kingsman2,tt4649466
追龙,王晶/关智耀,王晶/吕冠南/叶铭浩,甄子丹/刘德华/姜皓文/郑则仕/刘浩龙/汤镇业/喻亢/胡然/徐冬冬/黄日华/陈惠敏/周励淇/吴毅将,动作/犯罪,香港/中国大陆,粤语/汉语普通话,2017-09-30(中国大陆),128分钟,卧虎2/跛豪/ChasingtheDragon,tt6015328
英伦对决,马丁·坎贝尔,大卫·马可尼/史蒂芬·莱泽,成龙/皮尔斯·布鲁斯南/刘涛/梁佩诗/夏莉·墨菲/欧拉·布莱蒂/迈克尔·麦克埃尔哈顿/西蒙·坤茨/雷·费隆/罗里·弗莱克-拜恩/皮帕·贝内特-华纳/德尔莫特·克劳利/蒂利亚纳·布克丽瓦/鲁弗斯·琼斯/斯蒂芬·霍根,动作/犯罪,英国/中国大陆/美国,英语/汉语普通话,2017-09-30(中国大陆)/2017-10-13(美国),113分钟,龙震天下/普通人/中国人/外国佬/TheChinaman,tt1615160
动物世界,韩延,韩延,李易峰/迈克尔·道格拉斯/周冬雨/曹炳琨/王戈/苏可,剧情/动作/冒险,中国大陆,汉语普通话/英语,2018-06-29(中国大陆),132分钟,赌博默示录中国版/AnimalWorld,tt7946836
雷神3：诸神黄昏,塔伊加·维迪提,埃里克·皮尔森/克雷格·凯尔/克里斯托弗·约斯特/斯坦·李/拉里·利伯/杰克·科比,克里斯·海姆斯沃斯/汤姆·希德勒斯顿/凯特·布兰切特/伊德里斯·艾尔巴/杰夫·高布伦/泰莎·汤普森/卡尔·厄本/马克·鲁弗洛/安东尼·霍普金斯/本尼迪克特·康伯巴奇/塔伊加·维迪提/瑞切尔·豪斯/克兰西·布朗/浅野忠信/雷·史蒂文森/扎克瑞·莱维/卢克·海姆斯沃斯/马特·达蒙/山姆·尼尔/夏洛特·尼克道/斯坦·李,动作/奇幻/冒险,美国,英语,2017-11-03(美国/中国大陆)/2017-10-24(英国),130分钟,雷神索尔3：诸神黄昏(台)/雷神奇侠3：诸神黄昏(港)/雷神3：诸神的黄昏/Thor3,tt3501632
加勒比海盗5：死无对证,艾斯彭·山德伯格/乔阿吉姆·罗恩尼,特里·鲁西奥/泰德·艾略特/斯图尔特·贝亚蒂耶/杰夫·内桑森/杰·沃尔伯特,约翰尼·德普/哈维尔·巴登/杰弗里·拉什/布伦顿·思韦茨/卡雅·斯考达里奥/凯文·麦克纳利/格什菲·法拉哈尼/奥兰多·布鲁姆/凯拉·奈特莉/斯蒂芬·格拉汉姆/大卫·文翰/保罗·麦卡特尼/马丁·科勒巴/亚当·布朗/丹尼·基兰/马赫什·扎杜/胡安·卡洛斯·凡希多,动作/奇幻/冒险,美国,英语,2017-05-26(中国大陆/美国),129分钟,加勒比海盗：恶灵启航(港)/加勒比海盗神鬼奇航：死无对证(台)/加勒比海盗5：亡灵的缄默/加勒比海盗5：亡者无言/加勒比海盗5：死人不会告密/PiratesoftheCaribbean5,tt1790809
头号玩家,史蒂文·斯皮尔伯格,扎克·佩恩/恩斯特·克莱恩,泰伊·谢里丹/奥利维亚·库克/本·门德尔森/马克·里朗斯/丽娜·维特/森崎温/赵家正/西蒙·佩吉/T·J·米勒/汉娜·乔恩-卡门/拉尔夫·尹爱森/苏珊·林奇/克莱尔·希金斯/劳伦斯·斯佩尔曼/佩蒂塔·维克斯/艾萨克·安德鲁斯,动作/科幻/冒险,美国,英语/日语/汉语普通话,2018-03-30(中国大陆)/2018-03-11(西南偏南电影节)/2018-03-29(美国),140分钟,玩家一号/挑战者1号(港)/一级玩家(台)/一号玩家,tt1677720
杀破狼·贪狼,叶伟信,梁礼彦/卓亦谦,古天乐/吴樾/托尼·贾/林家栋/克里斯·柯林斯/郑雪儿/卢惠光/蔡洁/陈汉娜/维他亚·潘斯林加姆/索姆波布·本贾蒂库尔/斯拉潘·瓦塔纳金达,剧情/动作,香港/中国大陆,粤语/泰语/英语,2017-08-17(中国大陆)/2017-08-25(香港),101分钟,Paradox,tt7245176
绣春刀II：修罗战场,路阳,陈舒/路阳/禹扬,张震/杨幂/张译/雷佳音/辛芷蕾/金士杰/刘端端/武强/杨轶/李媛/吴晓亮/李洪涛/刘峰超/袁文康/马赫/刘亭作/姜晓冲/陈齐威/王仁君/周一围,剧情/动作/武侠/古装,中国大陆,汉语普通话,2017-07-19(中国大陆)/2017-06-18(上海电影节),120分钟,绣春刀2：修罗战场/绣春刀：修罗场/绣春刀前传/BrotherhoodofBladesII:TheInfernalBattlefield,tt7055592
红海行动,林超贤,冯骥/陈珠珠/林明杰,张译/黄景瑜/海清/杜江/蒋璐霞/尹昉/王强/郭家豪/王雨甜/麦亨利/张涵予/王彦霖,动作/战争,中国大陆/香港,汉语普通话/阿拉伯语/英语/索马里语/粤语,2018-02-16(中国大陆),138分钟,刀锋·红海行动/红海风暴/OperationRedSea,tt6878882
邪不压正,姜文,姜文/何冀平/李非/孙悦/张北海,彭于晏/廖凡/姜文/周韵/许晴/泽田谦也/安地/史航/李梦/丁嘉丽/陈曦,剧情/喜剧/动作,中国大陆,汉语普通话/英语/日语/法语,2018-07-13(中国大陆),137分钟/134分钟(香港),侠隐/HiddenMan,tt8434380
侏罗纪世界2,胡安·安东尼奥·巴亚纳,科林·特雷沃罗/德里克·康纳利/迈克尔·克莱顿,克里斯·帕拉特/布莱丝·达拉斯·霍华德/贾斯蒂斯·史密斯/伊莎贝拉·瑟蒙/拉菲·斯波/托比·琼斯/泰德·拉文/詹姆斯·克伦威尔/黄荣亮/丹妮艾拉·皮内达/杰拉丁·卓别林/杰夫·高布伦/卡米尔·雷米泽斯基/丹尼尔·斯蒂森/皮特·杰森/迈克尔·帕帕约翰/罗伯特·埃姆斯/罗南·萨莫尔斯/麦克斯·贝克/丹尼尔·厄根/戴维·奥拉瓦莱·阿印德,动作/科幻/冒险,美国/西班牙,英语,2018-06-15(中国大陆)/2018-06-22(美国),128分钟,侏罗纪世界：殒落国度(台)/侏罗纪世界：迷失国度(港)/侏罗纪世界2：失落王国/侏罗纪世界2：堕落王国/侏罗纪公园5/JurassicPark5/JurassicWorld2,tt4881806
铁雨,杨宇硕,杨宇硕,郑雨盛/郭度沅/金甲洙/金义城/李璟荣/赵宇镇/朴善英/金芝荷/张铉诚/郑元中/元真儿/金亨宗/罗光旭/金明坤/朴恩惠/玄奉植/金基贤/金泰汉/克里斯汀·达尔顿/安德烈亚斯·弗龙克/丹尼尔·乔伊·奥尔布赖特,剧情/动作,韩国,韩语/汉语普通话/日语/英语,2017-12-14(韩国),139分钟,钢铁雨/SteelRain,tt6769508
奇门遁甲,袁和平,徐克/魏君子/杨秉佳/许少飞,大鹏/倪妮/李治廷/周冬雨/伍佰/柳岩/许明虎/杨一威/谢苗/孙明明/黄晓明,动作/奇幻,中国大陆/香港,汉语普通话,2017-12-14(中国大陆),113分钟,TheThousandFacesofDunjia,tt6814080
死侍2：我爱我家,大卫·雷奇,瑞特·里斯/保罗·韦尼克/瑞恩·雷诺兹/杰克·科比/斯坦·李/罗伯·莱菲尔德/露易丝·西蒙森/莱恩·韦恩/克里斯·克雷蒙/戴夫·科克勒姆/法比安·尼切扎,瑞恩·雷诺兹/乔什·布洛林/朱利安·迪尼森/斯蒂芬·卡皮契奇/莎姬·贝兹/T·J·米勒/莱斯利·格塞斯/卡兰·索尼/布里安娜·希德布兰德/莫蕾娜·巴卡琳/杰克·凯西/埃迪·马森/忽那汐里/兰德尔·瑞德/尼古莱·维切尔/赛尔·哈里斯/罗伯·德兰尼/刘易斯·谭/比尔·斯卡斯加德/泰瑞·克鲁斯/布拉德·皮特/罗伯特·梅耶/艾伦·图代克/马特·达蒙/海莉·塞尔斯/麦克·多普德/卢克·勒斯勒尔/亨特·狄龙/大卫·雷奇/山姆·哈格雷夫/尼古拉斯·霍尔特,喜剧/动作/科幻/冒险,美国,英语,2019-01-25(中国大陆)/2018-05-18(美国),119分钟/134分钟(蓝光版),死侍2/死侍往事/死侍2：童话篇/DP2/OnceUponaDeadpool,tt5463162
蚁人2：黄蜂女现身,佩顿·里德,克里斯·麦克纳/埃里克·萨默斯/保罗·路德/安德鲁·贝伦/加百利·法拉利,保罗·路德/伊万杰琳·莉莉/迈克尔·佩纳/汉娜·乔恩-卡门/沃尔顿·戈金斯/鲍比·坎纳瓦尔/朱迪·格雷尔/T.I./大卫·达斯马齐连/艾比·莱德·弗特森/兰道尔·朴/米歇尔·菲佛/劳伦斯·菲什伯恩/迈克尔·道格拉斯/戈兰·卡斯蒂克/罗布·阿切尔/肖恩·克莱尔/本·戴维斯/迈克尔·瑟沃瑞斯/达克斯·格里芬/海莉·洛维特/玛德琳·麦格劳/蒂姆·海德克/布莱恩·赫斯基/朱莉娅·维拉/布莱恩·卢戈/托里·沃格尔/汤姆·夏普林/斯坦·李/约瑟夫·阿梅/安迪·阿尼斯/威廉·W·巴伯/玛塞拉·布拉吉奥/塞尔吉奥·布里奥内斯/乔·布卡罗三世/蒂莫西·卡尔/贾迈尔·钱伯斯/扎卡里·卡伯森/雅各布·埃文斯/米歇尔·方/盖尔·甘布尔/克里斯·加恩/约翰·盖蒂尔/杰克·汉森/卡茜·亨德利,动作/科幻/冒险,美国,英语,2018-08-24(中国大陆)/2018-07-06(美国),118分钟/119分钟(中国大陆),蚁侠2：黄蜂女现身(港)/蚁人2/蚁人与黄蜂女/Ant-Man2,tt5095030
通勤营救,佐米·希尔拉,拜伦·维林格/菲利普·德·布拉西/瑞安·恩格尔,连姆·尼森/维拉·法米加/帕特里克·威尔森/乔纳森·班克斯/山姆·尼尔/伊丽莎白·麦戈文/基连·斯科特/沙扎德·拉蒂夫/安迪·尼曼/克拉拉·拉戈/罗兰·默勒/弗洛伦斯·皮尤/迪恩·查尔斯·查普曼/埃拉-雷·史密斯/妮拉·阿利亚/柯林·麦克法兰/寇布勒·霍尔德布鲁克-史密斯/亚当·那加提斯/金斯利·本-阿德/戴姆森·伊德瑞斯/本·卡普兰/利蒂希娅·赖特/杰米·比米什,动作/惊悚/犯罪,美国/英国,英语,2018-03-30(中国大陆)/2018-01-12(美国),105分钟/104分钟(中国大陆),疾速救援(台)/追命列车(港),tt1590193
新木乃伊,艾里克斯·库兹曼,乔·斯派茨/克里斯托弗·麦奎里,汤姆·克鲁斯/罗素·克劳/安娜贝拉·沃丽丝/索菲亚·波多拉/杰克·约翰逊/考特尼·万斯/马尔万·肯扎里/斯蒂芬·汤普森/詹姆斯·阿拉马/马修·威尔卡斯/索姆·卡皮拉/肖恩·卡梅伦·迈克尔/雷兹·肯普顿/尼尔·马斯克尔/哈维尔·博泰特/帕克·索耶,动作/奇幻/冒险,美国,英语,2017-06-09(中国大陆/美国),110分钟/106分钟(中国大陆),盗墓迷城(港)/神鬼传奇(台),tt2345759
悟空传,郭子健,郭子健/今何在/黄海/范文文/黄智亨,彭于晏/倪妮/余文乐/俞飞鸿/欧豪/郑爽/乔杉/杨迪/巴音/王德顺/李尚恩/张承阳,剧情/动作/奇幻,中国大陆,汉语普通话,2017-07-13(中国大陆),123分钟,Wukong,tt6513406
反贪风暴3,林德禄,黄浩华/何文龙,古天乐/张智霖/郑嘉颖/邓丽欣/栢天男/谢天华/张继聪/夏嫣/蔡瀚亿/廖启智/谭耀文/卢海鹏/罗兰/麦长青/张松枝/陈庭欣/丁海峰/冯雷/李昕岳,剧情/动作/犯罪,香港,粤语/汉语普通话,2018-09-14(中国大陆)/2018-08-23(香港),97分钟,LStorm,tt8031554
极线杀手,乔纳斯·阿克伦德,杰森·罗斯威尔/维克托·桑托斯,麦斯·米科尔森/凡妮莎·哈金斯/凯瑟琳·温妮克/罗伯特·梅耶/马特·卢卡斯/露比·欧·菲/阿伊莎·伊萨/阿纳斯塔西娅·玛莉尼娜/佩德罗·米盖尔·阿尔斯/约翰尼·诺克斯维尔/罗维娜·亚瓦里/任霏/克雷格·伯纳托夫斯基/米歇尔·C·福柯,动作,美国/德国,英语,2019-01-25(美国),118分钟,极地(港)/极线/极寒复出,tt4139588
英雄本色2018,丁晟,丁晟/许阳,王凯/马天宇/王大陆/余皑磊/林雪/吴樾/李梦/张艺上/姜珮瑶/李岷城/宁浩/韩寒/丁晟/曾志伟,剧情/动作,中国大陆/香港,汉语普通话,2018-01-18(中国大陆),114分钟,英雄本色4/ABetterTomorrow2018,tt5846644
星际特工：千星之城,吕克·贝松,吕克·贝松/皮埃尔·克里斯汀/让-克劳德·梅济耶尔,戴恩·德哈恩/卡拉·迪瓦伊/克里夫·欧文/蕾哈娜/伊桑·霍克/赫比·汉考克/吴亦凡/萨姆·斯普卢尔/阿兰·夏巴/鲁特格尔·哈尔/泽维尔·吉亚诺利/约翰·古德曼/山姆·道格拉斯/萨莎·露丝,动作/科幻/冒险,法国,英语/法语,2017-08-25(中国大陆)/2017-07-20(德国)/2017-07-26(法国),137分钟,瓦莱里安与一千颗行星的城市/星际特工瓦雷诺：千星之城(台)/瓦莱里安与千星之城/Valérian/Valerian,tt2239822
大黄蜂,特拉维斯·奈特,克里斯蒂娜·霍德森,海莉·斯坦菲尔德/小豪尔赫·兰登伯格/约翰·塞纳/杰森·德鲁克/帕梅拉·阿德龙/斯蒂芬·施耐德/里卡多·霍约斯/约翰·奥提兹/格林·特鲁曼/兰·卡琉/格蕾丝·达斯恩妮/弗里德·杜莱尔/蓝尼·雅各布森/梅金·普莱斯/萨钦·巴特/蒂姆·马丁·格里森/安东尼奥·查丽蒂/艾德文·霍德吉/拉斯·斯兰德/迪伦·奥布莱恩/彼特·库伦/安吉拉·贝塞特/贾斯汀·塞洛克斯/大卫·索博洛夫/格蕾·德丽斯勒/史蒂夫·布卢姆/安德鲁·莫尔加多/威廉·W·巴伯/罗伯特·切斯纳特/米歇尔·方/克里斯蒂安·哈切森/里克·理查森/瓦内萨·罗斯/波士顿·拉什·弗里曼/托尼·托斯特/迪娜·特鲁迪/艾蒂安·维克,动作/科幻/冒险,美国/中国大陆,英语,2019-01-04(中国大陆)/2018-12-21(美国),114分钟,大黄蜂大电影/大黄蜂独立电影/变形金刚外传：大黄蜂/变形金刚外传大黄蜂/BrightonFalls,tt4701182
大师兄,阚家伟,阚家伟/陈大利,甄子丹/陈乔恩/喻亢/骆明劼/汤君慈/汤君耀/李靖筠/刘朝健/林秋楠/云千千/林嘉华/张坚庭/骆应钧/李枫/欧阳伟豪/楼南光/张文杰,喜剧/动作,中国大陆/香港,粤语,2018-08-24(中国大陆),100分钟,我的老师是拳霸/BigBrother,tt7336572
勇敢者游戏：决战丛林,杰克·卡斯丹,克里斯·麦克纳/埃里克·萨默斯/斯科特·罗森伯格/杰夫·皮克纳/克里斯·范·奥斯伯格,道恩·强森/凯文·哈特/杰克·布莱克/凯伦·吉兰/尼克·乔纳斯/瑞斯·达比/鲍比·坎纳瓦尔/亚历克斯·沃尔夫/瑟达吕斯·布兰/麦迪森·伊瑟曼/摩根·特纳/梅森·古乔内/马克·埃文·杰克逊/玛琳·辛科/特雷西·邦纳/玛莉贝丝·梦露/米西·派勒/杰米·雷内尔/卡尔利斯·布克/罗翰·昌德/科林·汉克斯,动作/奇幻/冒险,美国,英语,2018-01-12(中国大陆)/2017-12-20(美国),119分钟,野蛮游戏：疯狂丛林(台)/逃出魔幻纪：丛林挑机(港)/新勇敢者的游戏/勇敢者的游戏,tt2283362
伸冤人2,安东尼·福奎阿,理查德·温克/迈克尔·斯隆/理查德·林德海姆,丹泽尔·华盛顿/佩德罗·帕斯卡/艾什顿·桑德斯/奥森·比恩/比尔·普尔曼/梅丽莎·里奥/乔纳森·斯卡弗/沙基纳·贾弗里/卡罗琳·戴/特德·阿尔奇迪/杰伊·赫农/马克西米利安·麦克纳马拉/安德烈·阿罗维斯基,动作/惊悚/犯罪,美国,英语/法语/土耳其语/希伯来语,2018-07-20(美国),121分钟,制裁特攻/私刑教育2(台)/叛谍裁判2(港),tt3766354
猩球崛起3：终极之战,马特·里夫斯,马特·里夫斯/马克·鲍姆贝克/里克·杰法/阿曼达·斯尔沃/皮埃尔·布尔,安迪·瑟金斯/伍迪·哈里森/史蒂夫·茨恩/卡琳·考诺娃/阿米尔·米勒/泰瑞·诺塔里/泰·奥尔森/迈克尔·亚当思韦特/托比·凯贝尔/加布里埃尔·查瓦里亚/朱迪·格雷尔/莎拉·坎宁/德文·达尔顿/阿莱克斯·潘诺维奇/亚历桑德罗·朱利安尼/马克斯·洛伊德-琼斯/蒂莫西·韦伯,剧情/动作/科幻,美国,英语/美国手语,2017-09-15(中国大陆)/2017-07-14(美国),140分钟,猩球崛起：终极决战(台)/猿人争霸战：猩凶巨战(港)/猩球大战：猿力觉醒(豆友译名)/猩球崛起3/人猿猩球3/PlanetoftheApes3,tt3450958
狂暴巨兽,布拉德·佩顿,瑞安·恩格尔/卡尔顿·库斯/莱恩·康道尔/亚当·希泰凯尔,道恩·强森/娜奥米·哈里斯/杰弗里·迪恩·摩根/玛琳·阿克曼/杰克·莱西/乔·曼根尼罗/玛丽·谢尔顿/P·J·伯恩/德米垂斯·格罗斯/杰克·奎德/布里安·希尔/马特·杰拉德/李威尹/尤里亚·费伯/布鲁斯·布莱克希尔/杰森·莱尔斯/马克·威尔斯/阿莉莎·布鲁克/亚当·希泰凯尔/加里·维克斯/阿诺德·陈,动作/科幻/冒险,美国,英语,2018-04-13(美国/中国大陆),107分钟,末日困兽战(港)/毁灭大作战(台)/狂暴：世纪浩劫/狂暴/怪兽大破坏,tt2231461
逆时营救,尹鸿承,査慕春,杨幂/霍建华/金士杰/刘畅/张艺瀚/王俐丹,动作/科幻,中国大陆,汉语普通话,2017-06-29(中国大陆)/2017-06-19(上海电影节),106分钟,致命倒数/FatalCountdown:Reset/Reset,tt5342650
杀人优越权,朴勋政,朴勋政,张东健/金明民/朴熙顺/李钟硕/赵宇镇/郑雨琳/安德烈亚斯·弗龙克/李喜元/朱进模/朴圣雄/彼得·斯特曼,动作/犯罪,韩国,韩语,2017-08-23(韩国),128分钟,朝鲜来的贵宾/VIP/V.I.P.,tt6413410
引爆者,常征,李萌/常征,段奕宏/余男/王景春/成泰燊/余皑磊/郑楚一/陆彭,动作/犯罪,中国大陆,汉语普通话,2017-11-24(中国大陆)/2017-06-26(上海电影节),106分钟,Explosion,tt7509586
荡寇风云,陈嘉上,熊召政/王思敏/谭广源/吴孟璋,赵文卓/洪金宝/万茜/小出惠介/仓田保昭/唐文龙/刘俊孝/吴樾/木幡龙/王斑/洪天明/蒋璐霞/王菁/王沐霖/舒耀瑄/孙蛟龙,动作/传记/历史/战争/古装,中国大陆,汉语普通话/日语,2017-05-27(中国大陆),129分钟,战神戚继光/荡寇/GodofWar,tt6083388
移动迷宫3：死亡解药,韦斯·鲍尔,T·S·诺林/詹姆斯·达什纳,迪伦·奥布莱恩/卡雅·斯考达里奥/李起弘/托马斯·布罗迪-桑斯特/罗莎·萨拉查/德克斯特·达登/艾丹·吉伦/威尔·保尔特/吉安卡罗·埃斯波西托/沃尔顿·戈金斯/派翠西娅·克拉克森/巴里·佩珀,动作/科幻/冒险,美国,英语,2018-01-26(美国/中国大陆),142分钟,移动迷宫3/死亡解药/TheDeathCure,tt4500922
鲛珠传,杨磊,张炭/徐照青/杨磊,王大陆/张天爱/任达华/盛冠森/王迅/赵健/刘俊孝/释彦能/胡兵/何穗/蒋璐霞/杜奕衡/周一围,喜剧/动作/爱情/奇幻,中国大陆/香港,汉语普通话,2017-08-11(中国大陆),108分钟,LegendoftheNagaPearls,tt6288650
真实,李沙朗,李正燮,金秀贤/成东日/韩智恩/李星民/崔雪莉/赵宇镇/崔权/郑仁谦/金弘波/李璟荣/丁瑞奇,动作,韩国,韩语,2017-06-28(韩国)/2018-04-14(日本),137分钟,Real,tt6904062
密战,钟少雄,张炭,郭富城/赵丽颖/张翰/任达华/张蓝心/朱一龙/于晓光/刘玥心/奚美娟/寇振海/由立平/安亚平/孙耀威/曹操/李滨/涂黎曼/艾如,剧情/动作/战争,中国大陆,汉语普通话/英语,2017-11-03(中国大陆),100分钟,新永不消逝的电波/EternalWave,tt7628068
冰海陷落,多诺万·玛什,阿恩·施密特/杰米·莫斯,杰拉德·巴特勒/托比·斯蒂芬斯/加里·奥德曼/科曼/琳达·卡德里尼/米哈伊尔·戈尔沃伊/迈克尔·吉普森/邓普希·博弗尔/克里·约翰逊/亚当·詹姆斯/亨利·古德曼/科林·斯廷顿/卡特·麦金太尔/施恩·泰勒/米基·柯林斯/威尔·阿滕伯勒/大卫·吉雅西/吴国耀/泰勒·约翰·史密斯/加布里埃尔·查瓦里亚/柯斯莫·贾维斯/迈克尔·特鲁科/雷恩·麦帕林/赞恩·霍尔茨/尤里·科洛科利尼科夫/伊戈尔·日日金/伊利亚·沃里克/HristoMitzkov/迈克尔·恩奎斯特/卡罗琳·古多尔/大卫·叶兰德/斯图尔特·米里根/李·阿斯奎斯-柯/西奥·巴克利姆比格斯/内森·库珀/迪诺·法赞尼/所罗门·塔伊沃·贾斯提费尔德/马里安·洛伦西克/贾森·马修森/伯纳多·桑托斯/阿塔纳斯·斯雷布雷夫,动作/战争,英国/中国大陆/美国,英语,2019-05(中国大陆)/2018-10-26(美国),122分钟/84分钟(中国大陆),潜舰猎杀令(台)/猎人杀手,tt1846589
