电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
赛车总动员3：极速挑战,布莱恩·菲,布莱恩·菲/本·奎因/伊尔·波戴尔/乔纳森·E·斯图尔特/基尔·默里/鲍勃·彼德森/迈克·里奇,欧文·威尔逊/克里斯黛拉·阿朗索/克里斯·库珀/内森·菲利安/王牌接线员拉里/艾米·汉莫/雷·马格利奥齐/托尼·夏尔赫布/邦尼·亨特/丽亚·德拉利亚/凯丽·华盛顿/鲍勃·科斯塔斯/玛格·马丁戴尔/达雷尔·沃尔特里普/小伊塞亚·维特洛克/保罗·杜利/凯瑟琳·海蒙德/切奇·马林,喜剧/动画/冒险,美国,英语,2017-08-25(中国大陆)/2017-06-16(美国),102分钟,反斗车王3(港)/Cars3：闪电再起(台)/赛车总动员3/汽车总动员3/小汽车的故事3/飞车正传3,tt3606752
重金属囧途,裘索·拉提欧/尤加·维迪葛伦,裘索·拉提欧/阿列克西·普拉宁/贾里·奥拉维·兰塔拉/尤加·维迪葛伦,托尔斯坦·比约克朗德/安蒂·希海基宁/维尔·希尔卡/约翰内斯·霍洛佩宁/萨穆利·贾斯基奥/明卡·库斯顿/凯·莱蒂宁/皮霍·朗卡/锡尼卡·莫克尔拉/麦克斯·奥瓦斯卡/佩尔蒂·斯维霍姆/马尔蒂·斯利亚/威利·蒂奥宁,喜剧/音乐,芬兰/挪威,芬兰语/英语/挪威语,2018-03-09(芬兰),92分钟,重金属之旅/HeavyTrip/ABandCalledImpaledRektum,tt7220754
熊出没·变形记,丁亮/林汇达,徐芸/万秦/蒋琳,张伟/张秉君/谭笑,喜剧/动画/冒险,中国大陆,汉语普通话,2018-02-16(中国大陆),89分钟,熊出没5/熊出没大电影5/BoonieBears:TheBigShrink,tt8028526
家族之苦3,山田洋次,山田洋次/平松惠美子,桥爪功/吉行和子/西村雅彦/夏川结衣/中岛朋子/林家正蔵/妻夫木聪/苍井优/藤山扇治郎/广冈由里子/北山雅康/大沼柚希/小林飒/小川绘莉/徳永雄辉/小林稔侍/风吹淳/木场胜己/立川志らく/笹野高史/笑福亭鹤瓶,喜剧/家庭,日本,日语,2018-04-05(香港电影节)/2018-05-25(日本),123分钟,"嫲烦家族3走佬阿嫂(港)/家族之苦3：蔷薇之妻/家族之苦3：像蔷薇一样的妻子啊/WhataWonderfulFamily!3:MyWife,MyLife/Wife,BeLikeaRose:WhataWonderfulFamily!3",tt7493808
麻烦家族,黄磊,黄磊/山田洋次/平松惠美子,黄磊/海清/王迅/李立群/孙莉/魏大勋/张伟欣/任容萱/何炅/岳云鹏/孟非/闫妮/英达,喜剧/家庭,中国大陆,汉语普通话,2017-05-11(中国大陆),103分钟,WhataWonderfulFamily,tt6349844
喵星人,陈木胜,陈木胜,古天乐/马丽/刘楚恬/黄星羱/阮兆祥/卫诗雅/蔡一智/蔡一杰,喜剧/儿童/奇幻,香港,汉语普通话/粤语,2017-07-14(中国大陆),109分钟,喵/Meow,tt7070496
宠儿,欧格斯·兰斯莫斯,德博拉·戴维斯/托尼·麦克纳马拉,奥利维娅·科尔曼/艾玛·斯通/蕾切尔·薇兹/尼古拉斯·霍尔特/乔·阿尔文/马克·加蒂斯/蒂莫西·英纳斯/珍妮·莱恩斯福德/詹姆斯·史密斯/詹姆斯·梅尔维尔/杰克·维尔,剧情/喜剧/同性/传记,爱尔兰/英国/美国,英语,2018-08-30(威尼斯电影节)/2018-11-23(美国),119分钟,争宠(港)/真宠(台)/宠姬/挚爱,tt5083738
家和万事惊,邱礼涛,张达明,吴镇宇/古天乐/袁咏仪/张达明/吴肇轩/蔡颂思/黄秋生/林雪/郑丹瑞/卢海鹏/雷琛瑜/江美仪/麦长青/阮文泰/孔令令/梁山山/杨玉梅/谷德昭/利颖怡/李灿森/马蹄露/黄文慧/泰臣/胡枫/苑琼丹/杨诗敏/乔宝宝/庄思敏/王俊棠/刘浩龙/林子聪/陆永/郑诗君/余子明/徐浩昌/安德尊/杨偲泳/罗家英/郑欣宜/麦玲玲,喜剧/家庭,中国大陆/香港,粤语,2019-01-18(中国大陆),92分钟,AHomewithaView,tt8443432
这就是命,王丹,,王迅/曾志伟/梁超/潘斌龙/于莎莎/赵英俊/卢惠光/金圣柱/黄小蕾/关喆,喜剧/犯罪,中国大陆,汉语普通话,2017-12-01(中国大陆),98分钟,KillMePlease,
哥哥太爱我了怎么办,河合勇人,松田裕子/夜神里奈,土屋太凤/片寄凉太/千叶雄大/草川拓弥/杉野遥亮/大野丝/江原由希子/神尾枫珠/森高爱/川津明日香/越智尤拉诺/近江谷太朗/井上裕介,剧情/喜剧,日本,日语,2017-06-30(日本),99分钟,,tt6075764
男人要自爱,埃莱奥诺尔·普里亚,阿丽亚娜·费尔/埃莱奥诺尔·普里亚,樊尚·埃尔巴兹/玛丽-索菲·费尔达纳/皮埃尔·贝内齐/穆恩·戴莉/布朗什·加丁/CamilleLandru-Girardet/艾伦·马克森/塞利娜·芒维尔,喜剧,法国,法语,2018-04-13(法国),98分钟,我可不是随便的男人/IAmNotanEasyMan,tt6857988
德鲁大叔,查尔斯·斯通三世,杰·朗吉诺,凯里·欧文/里尔·莱尔·哈瓦瑞/沙奎尔·奥尼尔/克里斯·韦伯/雷吉·米勒/内特·罗宾逊/丽萨·莱斯利/埃丽卡·阿什/蒂凡尼·哈迪斯/尼克·克罗尔/迈克·艾普斯/J·B·斯穆夫/亚当·拉扎尔-怀特/比尔·沃尔顿/乔治·格文/史蒂夫·纳什/迪肯贝·穆托姆博/宁宁·利克斯/特伦斯·罗斯摩尔/德韦恩·博伊德/以利亚·埃弗雷特/盖奇·劳森,喜剧/运动,美国,英语,2019-01-11(中国大陆)/2018-06-29(美国),103分钟,街頭祖霸王(港),tt7334528
完美陌生人(西班牙版),阿莱克斯·德·拉·伊格莱西亚,阿莱克斯·德·拉·伊格莱西亚/豪尔赫·格力加耶切瓦利亚,贝伦·鲁埃达/爱德华·费尔南德斯/欧内斯特·艾戴里欧/胡安娜·阿科斯塔/爱德华多·诺列加/达夫内·费尔南德斯,喜剧,意大利/西班牙,西班牙语,2017-12-01(西班牙),97分钟,完美陌生人西班牙版/PerfectStrangers,tt6101820
妈妈咪鸭,赵锐/克里斯托弗·詹金斯,丁丁/包欧/吴亦欢/克里斯托弗·詹金斯/罗布·缪尔,赵路/武皓栋/殷筱瑜/金蝉妃/童自荣/吴磊/赵乾景/李传缨/姜玉玲/曹真/王肖兵,喜剧/动画/家庭/冒险,中国大陆/美国,汉语普通话/英语,2018-03-09(中国大陆)/2018-08-24(美国),90分钟,DuckDuckGoose,tt4940416
栋笃特工,张家杰,李思臻/吴礼贤/刘彦如/梁诗然,黄子华/佘诗曼/狼森/郑丹瑞/谭咏麟/郑中基/郑秀文/苏丽珊/张建声/蔡少芬/张国强/邓月平/林雪/郑诗君/吴君如/邓兆尊/苑琼丹/詹瑞文/张继聪/杨千嬅,喜剧,香港/中国大陆,粤语,2018-02-15(香港),99分钟,特工陈先生/AgentMr.Chan,tt7759626
完美音调3,翠西·西埃,凯·加农/麦克·怀特/米奇·拉普金,安娜·肯德里克/蕾蓓尔·威尔森/布兰特妮·斯诺/安娜·坎普/海莉·斯坦菲尔德/伊丝特尔·迪恩/汉娜·梅·李/凯莉·杰科/雪莉·芮格娜/克莉希·菲茨/伊丽莎白·班克斯/约翰·迈克尔·辛吉斯/约翰·利思戈/马特·兰特尔/盖·布耐特/亚历克西斯·克纳普/D·J·哈立德/特洛伊·伊恩·霍尔/迈克尔·罗斯/杰西卡·查芬/莫伊塞斯·阿里亚斯/德里克·梅恩/鲁比·罗丝/安迪·阿洛/温泽拉·乔伊/凯恩·马诺利/杰米·雷内尔/维布尔·弗利茨杰拉德,喜剧/音乐,美国,英语,2017-12-22(美国),93分钟,歌喉赞3(台)/完美巨声帮3(港),tt4765284
无巧不成婚,奥利维埃·纳卡什/埃里克·托莱达诺,奥利维埃·纳卡什/埃里克·托莱达诺,让-皮埃尔·巴克里/让-保罗·卢弗/吉尔·勒卢什/樊尚·马凯涅/伊尔·哈达拉/苏珊娜·克莱蒙/阿尔班·伊万诺夫/海伦·文森特/本杰明·拉维赫尼/茱迪丝·谢拉/威廉·勒布吉欧/凯文·阿札伊斯/安托万·夏佩,剧情/喜剧,法国,法语,2017-10-04(法国),117分钟,婚庆大作战/享宴Hold不住(台)/C'estlavie!,tt5699154
护航父母,凯·加农,布莱恩·基欧/吉姆·基欧,莱斯利·曼恩/约翰·塞纳/雷蒙娜·杨/凯瑟琳·纽顿/伊克·巴里霍尔兹/吉娜·格申/琼·黛安·拉斐尔/杰拉尔丁·维斯瓦纳坦/迈尔斯·罗宾斯/盖瑞·科尔/格拉汉姆·菲利普斯/吉第安·艾朵/汉尼拔·布勒斯/科尔顿·邓恩/莎拉尤·拉奧/杰克·皮克金/罗达·格里菲丝/吉尔·简·克莱门茨,喜剧,美国,英语,2018-03-10(西南偏南电影节)/2018-04-06(美国),102分钟,围鸡总动员(台)/反啪啪同盟(港)/护航者,tt2531344
老人和枪,大卫·洛维,大卫·洛维/大卫·格恩,罗伯特·雷德福/茜茜·斯派塞克/卡西·阿弗莱克/丹尼·格洛弗/汤姆·威兹/提卡·森普特/阿勒·伊丽莎白·约翰逊/蒂根·约翰逊/吉因·琼斯/约翰·大卫·华盛顿/巴洛·雅克布斯/奥古斯丁·弗里泽尔/小伊塞亚·维特洛克/丽雅·罗伯茨/伊丽莎白·莫斯/阿尔菲厄斯·格林/基思·卡拉丹/肯妮莎·汤普森/罗伯特·朗斯特里特/乔丹·崔威里恩/托比·豪布鲁克斯/克里斯汀·岱伊/拉里·杰克·唐森/帕姆·多尔蒂,剧情/喜剧/犯罪,美国,英语,2018-08-31(特柳赖德电影节)/2018-10-19(美国),93分钟,老人与枪,tt2837574
难道不浪漫,托德·施特劳斯-舒尔森,埃里·卡迪约/达纳·福克斯/凯瑟琳·西尔伯曼,蕾蓓尔·威尔森/利亚姆·海姆斯沃斯/亚当·德维尼/佩丽冉卡·曹帕拉/布兰登·斯科特·琼斯/贝蒂·吉尔平/汤姆·艾利斯/珍妮弗·桑德斯/费斯·洛根/尤金娜·库日敏娜/雪莉·罗德里格斯/杰奎琳·霍努力克/埃斯特班·贝尼托/桃乐丝·麦卡锡/卢西亚诺·阿库尼亚/马米·科西科,喜剧/爱情/奇幻,美国,英语,2019-02-14(美国),88分钟,这不浪漫吗/好不浪漫(台),tt2452244
乐高大电影2,迈克·米切尔,菲尔·罗德/克里斯托弗·米勒/马修·福格尔,克里斯·帕拉特/伊丽莎白·班克斯/威尔·阿奈特/蒂凡尼·哈迪斯/斯蒂芬妮·比翠丝/爱丽森·布里/尼克·奥弗曼/查理·戴/玛娅·鲁道夫/威尔·法瑞尔/杰登·桑德/布鲁克琳·普林斯/查宁·塔图姆/乔纳·希尔/理查德·艾欧阿德/本·施瓦茨/诺尔·费丁/杰森·莫玛/寇碧·史莫德斯/伊克·巴里霍尔兹/拉尔夫·费因斯/威尔·福特/欧阳万成/乔玛·塔科内/布鲁斯·威利斯/加里·佩顿,喜剧/动画/歌舞/冒险,美国/澳大利亚/挪威/丹麦,英语,2019-03-22(中国大陆)/2019-02-08(美国),106分钟,LEGO英雄传2(港)/乐高玩电影2(台)/TheLegoMovie2,tt3513498
抱歉打扰,布茨·赖利,布茨·赖利,勒凯斯·斯坦菲尔德/泰莎·汤普森/杰梅因·福勒/欧玛瑞·哈德威克/泰瑞·克鲁斯/凯特·贝兰特/迈克尔·X·萨默斯/丹尼·格洛弗/史蒂文·元/艾米·汉莫/罗伯特·朗斯特里特/大卫·克罗斯/帕顿·奥斯瓦尔特/莉莉·詹姆斯/福里斯特·惠特克/罗莎里奥·道森/大卫·芬恩/陈庭妮,喜剧/奇幻,美国,英语,2018-01-20(圣丹斯电影节)/2018-07-13(美国),111分钟,扮工室上位攻略(港),tt5688932
印度暴徒,维贾伊·克利须那·阿查里雅,维贾伊·克利须那·阿查里雅,阿米尔·汗/卡特莉娜·卡芙/阿米达普·巴强/劳埃德·欧文/阿明·阿卜杜勒·奎德/法缇玛·萨那·纱卡/洛尼特·罗伊/杰奇·史洛夫/谢恩·约翰·克鲁格/巴拉特·巴蒂/曼吉特·辛格/乔·阿泽帕迪/穆罕默德·齐尚·艾布/瑟仁德·帕尔/沙棘·乔杜里/罗曼·扬科维奇,喜剧/动作/冒险,印度,印地语,2018-12-28(中国大陆)/2018-11-08(印度),164分钟/121分钟(中国大陆),,tt5970844
乐高幻影忍者大电影,查理·宾/保罗·费舍尔/鲍勃·洛根,鲍勃·洛根/保罗·费舍尔/威廉·惠勒/汤姆·惠勒/贾里德·斯特恩/约翰·惠廷顿/希拉里·温斯顿/丹·哈格曼/凯文·哈格曼,成龙/戴夫·弗兰科/弗莱德·阿米森/库梅尔·南贾尼/迈克尔·佩纳/艾比·雅各布森/扎克·伍兹/大卫·布伦斯/贾斯汀·塞洛克斯/黄阿丽/查琳·易/奥立薇娅·玛恩/劳拉·奈特林格/兰道尔·朴/瑞塔/克里斯·哈德维克/迈克尔·斯特拉罕/罗宾·罗伯茨/吴恬敏/加勒特·埃尔金斯/托德·汉森/道格·尼古拉斯,喜剧/动作/动画/冒险,美国/丹麦,英语,2017-09-22(美国),101分钟,乐高忍者大电影/LEGO旋风忍者大电影(港)/乐高旋风忍者电影(台)/乐高忍者/Ninjago,tt3014284
你能原谅我吗？,玛丽埃尔·海勒,妮可·哈罗芬瑟/杰夫·惠蒂,梅丽莎·麦卡西/理查德·E·格兰特/多莉·韦尔斯/本·法尔科内/格里高利·克洛斯蒂舍夫斯基/简·库丁/斯蒂芬·斯皮内拉/克里斯蒂安·纳瓦罗/普·班德赫/埃里克·拉雷·哈维/布兰登·斯科特·琼斯/雪伊·德林恩/罗莎尔·卡农/安娜·迪佛·史密斯/马克·埃文·杰克逊,剧情/喜剧/传记/犯罪,美国,英语,2018-09-01(特柳赖德电影节)/2018-10-19(美国),107分钟,大老作家(港)/她的伪造游戏(台),tt4595882
老爸当家2,西恩·安德斯,西恩·安德斯/约翰·莫里斯/布莱恩·伯恩斯,威尔·法瑞尔/马克·沃尔伯格/梅尔·吉布森/约翰·利思戈/琳达·卡德里尼/亚历桑德拉·安布罗休/欧文·瓦卡罗/斯嘉丽·艾斯特维兹/迪迪·柯斯汀/约翰·塞纳/安德利娅·安德斯/丹尼尔·迪马吉奥/莫莉·施莱伯/乔纳森·安吉尔/切斯利·舒伦伯格/西恩·安德斯/卡登·巴里/大卫·布肯德尔/博·克利里/杰瑞·迪里奥/苏珊·加比布托/马克·汉普希尔,喜剧,美国,英语,2017-11-10(美国),100分钟,左两爸右两爸(港)/家有两个爸x2(台)/亲爹回来啦2/好爸成叕,tt5657846
盲点,卡洛斯·洛佩斯·埃斯特拉达,拉斐尔·卡索/戴维德·迪格斯,戴维德·迪格斯/拉斐尔·卡索/詹妮娜·加万卡/雅斯曼·塞斯·琼斯/伊桑·恩布里/提莎·坎贝尔-马丁/乌特卡什·安邦德卡尔/凯文·卡罗尔/耐姆比·耐姆比/乔恩·查芬/韦恩·奈特/马戈·霍尔,剧情/喜剧/犯罪,美国,英语,2018-01-18(圣丹斯电影节)/2018-07-27(美国),95分钟,,tt7242142
侦探2,李彦禧,,权相宇/成东日/李光洙/徐英姬/郑妍珠/孙丹菲/金东旭,喜剧/犯罪,韩国,韩语,2018-06-13(韩国),116分钟,妙探事务所(台)/侦探：returns/侦探：回归/TheAccidentalDetective2:InAction,tt7022500
缩小人生,亚历山大·佩恩,亚历山大·佩恩/吉姆·泰勒,马特·达蒙/克里斯托弗·沃尔兹/周洪/克里斯汀·韦格/罗夫·拉斯加德/英洁德·埃格伯格/乌多·基尔/索伦·比尔马克/杰妮·霍蒂谢尔/杰森·苏戴奇斯/玛莉贝丝·梦露/菲尔·里夫斯/布里盖特·伦迪·佩恩/詹姆斯·范德比克/艾丽森·J·帕尔默/蒂姆·德里斯科尔/凯文·孔克尔/派崔克·盖勒/安娜·玛丽·考克斯/罗兰·马丁/尼尔·帕特里克·哈里斯/劳拉·邓恩/南希·纳什/玛格·马丁戴尔/凯瑞·肯妮/唐·雷克/玛丽·凯·普莱斯,剧情/喜剧/科幻,美国,英语,2017-08-30(威尼斯电影节)/2017-12-22(美国),135分钟,缩身/缩水人间(港)/谁缩小了我的老公(豆友译名),tt1389072
鲛珠传,杨磊,张炭/徐照青/杨磊,王大陆/张天爱/任达华/盛冠森/王迅/赵健/刘俊孝/释彦能/胡兵/何穗/蒋璐霞/杜奕衡/周一围,喜剧/动作/爱情/奇幻,中国大陆/香港,汉语普通话,2017-08-11(中国大陆),108分钟,LegendoftheNagaPearls,tt6288650
圣诞奇妙公司,阿兰·夏巴,阿兰·夏巴,格什菲·法拉哈尼/奥黛丽·塔图/阿兰·夏巴/皮奥·马麦/格雷瓜尔·鲁迪格/布鲁诺·桑切斯/大卫·马赛,喜剧/家庭,法国,法语,2017-12-15(中国大陆)/2017-12-06(法国),99分钟,Christmas&Co.,tt7018010
完美的他人,李宰圭,保罗·杰诺维塞,柳海真/赵震雄/李瑞镇/廉晶雅/金智秀/宋昰昀/尹敬浩/智友,剧情/喜剧,韩国,韩语,2018-10-31(韩国),115分钟,完美陌生人韩国版/亲密陌生人(台)/IntimateStrangers,tt8986842
钱袋,许俊亨,许俊亨,金武烈/朴熙顺/李璟荣/全光烈/林元熙/吴政世/金民教/玄奉植/金宝刚/崔宗南/李益俊/张赫镇/吴雅琳/金泰奂/洪京妍/李胤熙/楊朱虎/成仁子/李龙女/金暻爱/俞俊洪,剧情/喜剧/犯罪,韩国,韩语,2018-04-12(韩国),101分钟,抢钱对决(台)/Snatch-Up,
大师兄,阚家伟,阚家伟/陈大利,甄子丹/陈乔恩/喻亢/骆明劼/汤君慈/汤君耀/李靖筠/刘朝健/林秋楠/云千千/林嘉华/张坚庭/骆应钧/李枫/欧阳伟豪/楼南光/张文杰,喜剧/动作,中国大陆/香港,粤语,2018-08-24(中国大陆),100分钟,我的老师是拳霸/BigBrother,tt7336572
睡沙发的人,龙飞,黄佳,刘霖/邱玲/袁忠远/董云飞/万文隽,剧情/喜剧/家庭,中国大陆,汉语普通话,2017-06-21(上海电影节),80分钟,CouchBoy,tt5966238
美好的意外,何蔚庭,哈智超/周佳琳,桂纶镁/王景春/欧阳娜娜/王元也/陈坤/谢盈萱/郑开元,喜剧/奇幻,中国大陆,汉语普通话,2017-06-02(中国大陆),105分钟,美满人间/美好人生/BeautifulAccident,tt6797204
有五个姐姐的我就注定要单身了啊！！,苏文圣,鲁达,蔡凡熙/项婕如/谢金燕/刘奕儿/张墨锡/高隽雅/张垚/朱轩洋/张立昂,喜剧/爱情,台湾,汉语普通话,2018-11-16(中国大陆),97分钟,有五个姐姐的我就注定要单身了啊/五个姐姐/HowtoTrainOurDragon/FiveSisters,tt9249158
汪星卧底,拉加·高斯内尔,麦克斯·博特金/马克·海曼,威尔·阿奈特/卢达克里斯/斯坦利·图齐/娜塔莎·雷昂/艾伦·卡明/加布里埃尔·伊格莱西亚斯/沙奎尔·奥尼尔/迪莉娅·谢泼德/安迪·比克维奇/奥马尔·查帕罗/凯瑞·莎勒/丹尼尔·厄根,喜剧/冒险,美国,英语,2018-07-20(中国大陆)/2018-05-18(美国),92分钟/93分钟(中国大陆),秀犬/犬展/萌犬卧底/汪牌特工/出Show狗仔隊(港),tt5691024
坏妈妈的圣诞节,乔恩·卢卡斯/斯科特·摩尔,乔恩·卢卡斯/斯科特·摩尔,米拉·库尼斯/克里斯汀·贝尔/凯瑟琳·哈恩/克里斯汀·芭伦斯基/苏珊·萨兰登/切瑞·海恩斯/杰伊·埃尔南德斯/贾斯汀·哈特雷/彼得·盖勒/乌娜·劳伦斯/恩杰伊·安东尼/莱尔·布罗卡托/婉妲·塞克丝/克里斯蒂娜·艾伯盖特/凯德·曼斯菲尔德·库克西/肯尼·基/帕特里克·R·沃克/库尔特·岳,喜剧,美国/中国大陆,英语,2017-11-01(美国),104分钟,坏妈妈2/C奶同学会2(港)/阿姐响叮当(台)/BadMoms2,tt6359956
一周不死，全额退款,汤姆·埃德蒙兹,汤姆·埃德蒙兹,克里斯托弗·埃克莱斯顿/阿奈林·巴纳德/弗雷娅·梅弗/汤姆·威尔金森/格辛·安东尼/奈杰尔·林赛/玛丽昂·贝利/玛西娅·沃伦/维利贝·托皮奇/娜塔莉·巴斯科姆/卡罗尔·麦克里迪/艾琳·尼古拉斯/帕斯·列可勒,剧情/喜剧/动作,英国,英语,2018-06-27(爱丁堡电影节)/2018-11-16(英国),90分钟,一周毙命，不死退费(台),tt3525168
把哥哥退货可以吗？,维塔亚·东俞扬,侬特拉·孔旺/托萨风·利安堂/维塔亚·东俞扬/埃迪森·特斯利卡森,桑尼·苏瓦美塔农/尤拉萨雅·斯帕邦德/尼查坤·抔勒威查固/安楚义昂·布阿嘎育/婵査勒姆·曼纳萨朋,喜剧/爱情,泰国,泰语/日语/英语,2019-03-15(中国大陆)/2018-05-10(泰国),123分钟,大佬可以退货吗(港)/把哥哥退货可以吗/最佳次品/BrotheroftheYear,tt8060408
篮球冠军,哈维尔·费舍尔,大卫·马尔克斯/哈维尔·费舍尔,哈维尔·古铁雷斯/雅典娜·玛塔/胡安·马加略/路易莎·加瓦萨/路易斯·贝尔梅霍/丹尼尔弗莱雷/胡利奥·费尔南德斯/维森特·希尔/伊西娅尔·卡斯特罗/查尼·马丁/哈维尔·费舍尔,剧情/喜剧/运动,西班牙,西班牙语,2019-03-22(中国大陆)/2018-04-03(西班牙),124分钟/119分钟(中国大陆),我要做篮神(港)/冠军/Champions,tt6793580
神奇马戏团之动物饼干,托尼·班克罗夫特/斯科特·克里斯汀·萨瓦,斯科特·克里斯汀·萨瓦/迪恩·洛雷/关雷溟/李卓辰,艾米莉·布朗特/约翰·卡拉辛斯基/伊恩·麦克莱恩/西尔维斯特·史泰龙/丹尼·德维托/雷文-西蒙尼/帕特里克·沃伯顿/塔拉·斯特朗/吉尔伯特·戈特弗雷德/詹姆斯·阿诺德·泰勒/凯文·格雷维奥斯/哈维·费斯特恩/凯莉·库柯,喜剧/动画/奇幻/冒险,美国/西班牙/中国大陆/韩国/香港,英语,2018-07-21(中国大陆)/2017-06-12(安锡动画电影节),94分钟,神奇马戏团/动物饼干/MagicalCircus/AnimalCrackers,tt4155534
嗨翻姐妹行,马尔科姆·D·李,肯尼亚·巴里斯/崔茜·奥利弗/埃丽卡·里维诺亚,雷吉娜·赫尔/奎恩·拉提法/贾达·萍克·史密斯/蒂凡尼·哈迪斯/拉伦兹·泰特/麦克·柯尔特/凯特·沃什/科菲·斯里博伊/拉腊·格赖斯/黛博拉·艾里德/珍妮琳·海因斯/怀尔德·韦恩/珊妮·霍斯汀/尼克·瑟曼/瑞奇·韦恩,喜剧,美国,英语,2017-07-21(美国),122分钟,闺蜜假期(台)/姐妹行,tt3564472
性别之战,乔纳森·戴顿/维莱莉·法瑞斯,西蒙·博福伊,艾玛·斯通/史蒂夫·卡瑞尔/安德丽亚·瑞斯波罗格/娜塔丽·莫瑞丝/萨拉·西尔弗曼/比尔·普尔曼/艾伦·卡明/伊丽莎白·苏/艾瑞克·克里斯蒂安·奥森/弗莱德·阿米森/玛莎·麦萨克/米奇·萨姆纳/杰西卡·麦克娜美,喜剧/同性/传记/运动,美国/英国,英语,2017-09-02(特柳赖德电影节)/2017-09-29(美国),121分钟,胜负反手拍(台)/男女单打战(港)/性别大战,tt4622512
爱在记忆消逝前,保罗·维尔齐,弗朗西斯·皮克罗/弗兰切斯卡·阿尔基布吉/保罗·维尔齐/MichaelZadoorian/斯蒂芬·阿米登,海伦·米伦/唐纳德·萨瑟兰/简·默勒尼/克里斯蒂·米切尔/罗伯特·沃克·布兰乔德/克里斯蒂安·麦凯/约书亚·胡佛/罗伯特·普拉尔戈/约书亚·米克尔,喜剧/爱情/冒险,意大利/法国,英语,2018-02-23(中国大陆)/2017-09-03(威尼斯电影节)/2018-01-25(意大利),112分钟,人生无限露营车(台)/爱在记忆消失前/浮生偷闲/求闲者/Ella&John-TheLeisureSeeker,tt3741632
杀死冈瑟,塔兰·基拉姆,塔兰·基拉姆,阿诺·施瓦辛格/寇碧·史莫德斯/汉娜·西蒙尼/塔兰·基拉姆/艾莉森·托尔曼/鲍比·莫尼汉/艾伦·余/斯蒂夫·巴西奇/亚历克斯·丹肯/史葛·麦克尼尔/彼特·科拉米斯/瑞安·高卢/丽贝卡·奥尔森/阿米尔·塔莱/陶妮·韦斯特/乔尔·拉贝尔/保罗·布里顿,喜剧/动作,美国,英语,2017-09-22(美国),93分钟,这个杀手必须死(台)/我们为什么杀冈瑟/为什么我们要杀死冈瑟/WhyWe'reKillingGunther,tt5689068
办公室僵尸起义,林·奥汀,伊恩·肖尔/彼得·甘布尔·罗宾逊,布伦顿·思韦茨/简·拉维/卡兰·索尼/扎克瑞·莱维/格雷格·亨利/柯特·富勒/伊恩·哈丁/巴里·沙巴卡·亨利/阿兰·里奇森/萨姆·戴利/肯尼斯·崔,喜剧/动作/恐怖,美国,英语,2018-06-19(美国),92分钟,办公弑(台),tt6251024
战争机器,大卫·米奇欧德,大卫·米奇欧德/迈克尔·黑斯廷斯,布拉德·皮特/安东尼·海斯/约翰·马加罗/安东尼·迈克尔·豪尔/艾莫里·科恩/托弗·戈瑞斯/丹尼尔·贝茨/艾蒙·汉道奇/RJ·赛勒/阿兰·卢克/尼古拉斯·琼斯/威尔·保尔特/勒凯斯·斯坦菲尔德/本·金斯利/梅格·提利/蒂尔达·斯文顿,剧情/喜剧/战争,美国,英语,2017-05-26(美国),121分钟,TheOperators,tt4758646
拯救圣诞记,克雷·卡提斯,大卫·古根海姆/马特·利伯曼,奥利弗·赫斯顿/金柏莱·威廉姆斯/杰西·格尔瓦西/戴维·科赫史密斯/凯特琳·艾尔德里/杰克·博纳/犹大·刘易斯/达比·坎普/帕斯卡尔·瓦克勒夫/库尔特·拉塞尔/维拉.洛弗尔/詹姆斯昂·克雷默,喜剧,美国,英语,2018-11-22(美国),104分钟,圣诞大件事(港)/圣诞急救队(台),tt2990140
欢乐时光谋杀案,布赖恩·汉森,托德·博格/迪伊·奥斯汀·罗伯逊,梅丽莎·麦卡西/伊丽莎白·班克斯/乔尔·麦克哈尔/玛娅·鲁道夫/莱斯利·大卫·贝克/布赖恩·汉森/欧阳万成/比尔·巴雷塔/吴辛惠/瑞安·高卢/米奇·席尔帕/胡安娜·布斯彻,喜剧/动作/悬疑/犯罪,美国,英语,2018-08-24(美国),91分钟,快乐时光凶杀案/賤偵MADAM摷公仔(港),tt1308728
鸡皮疙瘩2：闹鬼万圣节,阿里·桑德尔,罗伯·列博/R·L·斯坦,温迪·麦克伦登-考威/麦迪森·伊瑟曼/杰里米·雷·泰勒/郑肯/卡里尔·哈里斯/杰克·布莱克/克里斯·帕内尔/布赖斯·卡斯/佩顿·威奇/沙里·海德利/克里斯蒂安·芬拉森/马修·J·瓦斯奎斯/考特尼·劳伦·卡明斯/洁西·高伊/肯德里克·克罗斯/R·L·斯坦/米克·温格特/达林·德·保罗/肖恩·麦克米伦/帕蒂·舍尔哈斯,喜剧/恐怖/奇幻/冒险,美国,英语,2018-10-12(美国),90分钟,毛骨悚然2/Goosebumps2/Goosebumps:Horrorland/书中自有魔怪谷2：翻生万圣节(港),tt5664636
李雷和韩梅梅,杨永春,肖李任颐/杨永春/陈林/骆平,张子枫/张逸杰/成梓宁/李砚/常铖/王旭东/张诚航/苗皓钧/花希/马泽涵/应亦涵/朱子岩/李扬/郝平/王菁华/塞拉斯·列维·纽豪斯,剧情/喜剧/爱情,中国大陆,汉语普通话,2017-06-09(中国大陆),90分钟,李雷和韩梅梅之昨日重现/HowAreYou,
