电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
过春天,白雪,白雪/林美如,黄尧/孙阳/汤加文/倪虹洁/江美仪/廖启智/焦刚,剧情,中国大陆,汉语普通话/粤语,2019-03-15(中国大陆)/2018-09-08(多伦多电影节),99分钟,分隔线/佩佩/TheCrossing,tt8875366
彼铁卢,迈克·李,迈克·李,玛克辛·皮克/罗里·金奈尔/蒂姆·麦克纳尼/戴维·鲍姆伯/里奥·比尔/尼克·迈瑞莱格伦/菲利普·杰克森/皮尔斯·奎格利/阿拉斯塔尔·麦肯泽/卡尔·约翰逊/马克·瑞安/克瑞恩·奥伯里恩/李·博德曼,剧情/历史,英国,英语,2018-09-01(威尼斯电影节)/2018-11-02(英国),154分钟,彼得卢：血染曼彻斯特(港)/彼得卢,tt4614612
风中有朵雨做的云,娄烨,梅峰/邱玉洁/马英力,井柏然/宋佳/马思纯/秦昊/陈妍希/张颂文/陈冠希/颜卓灵,剧情/悬疑/犯罪,中国大陆,汉语普通话/粤语,2019-04-04(中国大陆)/2018-11-09(台北金马影展),124分钟(中国大陆)/125分钟(柏林电影节)/129分钟(金马影展),地狱恋人/地狱情人/风雨云/HellLover/CloudintheWind/TheShadowPlay,tt8071308
飞驰人生,韩寒,韩寒,沈腾/黄景瑜/尹正/张本煜/尹昉/田雨/魏翔/赵文瑄/腾格尔/易小星/李庆誉/高华阳/刘帅良/李玲玉/何穗/潘晓婷/田沅/李春嫒/冯绍峰,喜剧,中国大陆,汉语普通话/英语,2019-02-05(中国大陆),98分钟,Pegasus,tt9597190
海王,温子仁,大卫·莱斯利·约翰逊-麦戈德里克/威尔·比尔/乔夫·琼斯/温子仁/莫尔特·魏辛格/保罗·诺里斯,杰森·莫玛/艾梅柏·希尔德/威廉·达福/帕特里克·威尔森/妮可·基德曼/杜夫·龙格尔/叶海亚·阿卜杜勒-迈丁/特穆拉·莫里森/林路迪/迈克尔·比奇/兰道尔·朴/格拉汉姆·麦克泰维什/雷·沃纳尔/泰努伊·柯克伍德/塔穆尔·柯克伍德/丹泽尔·夸克/卡恩·古尔杜尔/奥蒂斯·丹吉/克考亚·克库毛诺/朱莉·安德鲁斯/约翰·瑞斯-戴维斯/杰曼·翰苏/索菲亚·福雷斯特/娜塔莉亚·姗福瑞/杰克·安德鲁/汉克·阿莫斯/帕特里克·考克斯/罗伯特·朗斯特里特/德维卡·帕利赫/梅布尔·塔莫内/文森特·B·拉戈斯/加布里埃拉·佩特科娃/爱丽丝·兰斯伯里/帕特里克·艾奇逊/约翰·盖蒂尔/塔丽亚·杰德·霍尔特/罗斯·克纳汉/布拉登·刘易斯/萨尔瓦多·梅伦达/山姆·莫纳汉/温妮·穆赞贝/凯·潘塔诺/安娜·帕奇/乔恩·奎斯蒂德/迪伦·斯图默/米奇·武尔夫,动作/奇幻/冒险,美国/澳大利亚,英语/毛利语/意大利语/俄语,2018-12-07(中国大陆)/2018-12-21(美国),143分钟,水行侠(港/台)/潜水侠/水人/人鱼哥(豆友译名),tt1477834
毒液：致命守护者,鲁本·弗雷斯彻,杰夫·皮克纳/斯科特·罗森伯格/凯莉·马塞尔/托德·麦克法兰/戴维·麦克法兰,汤姆·哈迪/米歇尔·威廉姆斯/里兹·阿迈德/斯科特·黑兹/瑞德·斯科特/珍妮·斯蕾特/梅洛拉·沃尔特斯/伍迪·哈里森/佩吉·陆/马尔科姆·C·默里/索佩·阿卢科/韦恩·佩雷/米歇尔·李/库尔特·岳/克里斯·奥哈拉/埃米里奥·瑞弗拉/阿里亚当娜·约瑟夫/袁之正/朴云龙/麦克·勃兰特/尼克·图恩/山姆·麦地那/迪塞尔·马德金斯/简·麦克尼尔/维克托·麦凯/马丁·巴特斯·布拉德福德/布兰顿·莫拉莱斯/马修·康威尔/斯坦·李/韦德·威廉姆斯/约瑟夫·阿梅/威廉·W·巴伯/玛塞拉·布拉吉奥/卡特·伯奇/克里斯蒂安·康佛瑞/詹姆斯·富尔特斯/丹妮拉·加斯基/约翰·盖蒂尔/艾米丽塔·T·冈萨雷斯/杰克·汉森/安东尼·B·哈里斯/卡茜·亨德利/罗恩·彼得·琼斯/霍梅洛·洛佩兹/万恩·姆约维奇,动作/科幻/惊悚,美国/中国大陆,英语/汉语普通话,2018-11-09(中国大陆)/2018-10-05(美国),112分钟/107分钟(中国大陆),毒魔(港)/猛毒(台)/毒液,tt1270797
蜘蛛侠：平行宇宙,鲍勃·佩尔西凯蒂/彼得·拉姆齐/罗德尼·罗斯曼,菲尔·罗德/罗德尼·罗斯曼/布莱恩·本迪斯/萨拉·皮凯利/史蒂夫·迪特寇/斯坦·李/戴维·海因/法布里斯·萨波尔斯基,沙梅克·摩尔/杰克·约翰逊/海莉·斯坦菲尔德/马赫沙拉·阿里/布莱恩·泰里·亨利/莉莉·汤姆林/劳伦·维勒斯/佐伊·克罗维兹/约翰·木兰尼/金可·格伦/尼古拉斯·凯奇/凯瑟琳·哈恩/列维·施瑞博尔/克里斯·派恩/娜塔丽·莫瑞丝/奥斯卡·伊萨克/格里塔·李/斯坦·李/乔玛·塔科内/华金·科西奥/蕾克·贝尔/梅勒妮·海恩斯/尼克·杰恩/穆尼卜·拉赫曼/卡洛斯·萨拉戈萨/黛西·罗斯·布莱内斯/里夫·霍顿/哈里森·奈特/莱克斯·朗/凯特琳·麦肯纳-威尔金森/斯科特·门维尔/克里斯托弗·米勒/德维卡·帕利赫/柯特妮·佩尔顿/克里斯蒂·法瑞斯/杰奎琳·皮诺尔/贾斯汀·沉卡罗/梅利莎·斯特姆,动作/科幻/动画/冒险,美国,英语/西班牙语,2018-12-21(中国大陆)/2018-12-14(美国),116分钟(中国大陆)/117分钟(美国)/143分钟(加长版),蜘蛛侠：新纪元/蜘蛛人：新宇宙(台)/蜘蛛侠：跳入蜘蛛宇宙(港)/蜘蛛侠：平行世界/Spider-Man:aNewUniverse,tt4633694
何以为家,娜丁·拉巴基,娜丁·拉巴基/吉哈德·霍加里/米歇尔·凯斯沃尼/乔治斯·哈巴兹/哈立德·穆扎纳,赞恩·阿尔·拉菲亚/约丹诺斯·希费罗/博鲁瓦蒂夫·特雷杰·班科尔/卡萨尔·艾尔·哈达德/法迪·尤瑟夫/海塔·塞德拉·伊扎姆/阿拉·乔什涅/娜丁·拉巴基/埃利亚斯·库利/努尔·艾尔·侯赛尼,剧情,黎巴嫩/法国/美国,阿拉伯语/阿姆哈拉语,2019-04-29(中国大陆)/2018-05-17(戛纳电影节)/2018-09-20(黎巴嫩),126分钟/117分钟(中国大陆),迦百农/星仔打官司(港)/我想有个家(台)/Cafarnaúm/Capernaum/Capharnaüm,tt8267604
蚁人2：黄蜂女现身,佩顿·里德,克里斯·麦克纳/埃里克·萨默斯/保罗·路德/安德鲁·贝伦/加百利·法拉利,保罗·路德/伊万杰琳·莉莉/迈克尔·佩纳/汉娜·乔恩-卡门/沃尔顿·戈金斯/鲍比·坎纳瓦尔/朱迪·格雷尔/T.I./大卫·达斯马齐连/艾比·莱德·弗特森/兰道尔·朴/米歇尔·菲佛/劳伦斯·菲什伯恩/迈克尔·道格拉斯/戈兰·卡斯蒂克/罗布·阿切尔/肖恩·克莱尔/本·戴维斯/迈克尔·瑟沃瑞斯/达克斯·格里芬/海莉·洛维特/玛德琳·麦格劳/蒂姆·海德克/布莱恩·赫斯基/朱莉娅·维拉/布莱恩·卢戈/托里·沃格尔/汤姆·夏普林/斯坦·李/约瑟夫·阿梅/安迪·阿尼斯/威廉·W·巴伯/玛塞拉·布拉吉奥/塞尔吉奥·布里奥内斯/乔·布卡罗三世/蒂莫西·卡尔/贾迈尔·钱伯斯/扎卡里·卡伯森/雅各布·埃文斯/米歇尔·方/盖尔·甘布尔/克里斯·加恩/约翰·盖蒂尔/杰克·汉森/卡茜·亨德利,动作/科幻/冒险,美国,英语,2018-08-24(中国大陆)/2018-07-06(美国),118分钟/119分钟(中国大陆),蚁侠2：黄蜂女现身(港)/蚁人2/蚁人与黄蜂女/Ant-Man2,tt5095030
在乎你,毕国智,毕国智/贾佳薇/张莉莉,俞飞鸿/大泽隆夫/木下彩音/卢洋洋/前田公辉/星由里子,爱情,中国大陆/日本,汉语普通话,2019-04-12(中国大陆),120分钟,我只在乎你/WishYouWereHere,
死侍2：我爱我家,大卫·雷奇,瑞特·里斯/保罗·韦尼克/瑞恩·雷诺兹/杰克·科比/斯坦·李/罗伯·莱菲尔德/露易丝·西蒙森/莱恩·韦恩/克里斯·克雷蒙/戴夫·科克勒姆/法比安·尼切扎,瑞恩·雷诺兹/乔什·布洛林/朱利安·迪尼森/斯蒂芬·卡皮契奇/莎姬·贝兹/T·J·米勒/莱斯利·格塞斯/卡兰·索尼/布里安娜·希德布兰德/莫蕾娜·巴卡琳/杰克·凯西/埃迪·马森/忽那汐里/兰德尔·瑞德/尼古莱·维切尔/赛尔·哈里斯/罗伯·德兰尼/刘易斯·谭/比尔·斯卡斯加德/泰瑞·克鲁斯/布拉德·皮特/罗伯特·梅耶/艾伦·图代克/马特·达蒙/海莉·塞尔斯/麦克·多普德/卢克·勒斯勒尔/亨特·狄龙/大卫·雷奇/山姆·哈格雷夫/尼古拉斯·霍尔特,喜剧/动作/科幻/冒险,美国,英语,2019-01-25(中国大陆)/2018-05-18(美国),119分钟/134分钟(蓝光版),死侍2/死侍往事/死侍2：童话篇/DP2/OnceUponaDeadpool,tt5463162
无主之作,弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,汤姆·希林/塞巴斯蒂安·科赫/葆拉·贝尔/莎斯琪亚·罗森道尔/奥利弗·马苏奇/叶甫根尼·希迪金/马克·扎克/乌尔里克·C·扎勒/巴斯蒂安·特罗斯特/汉斯-尤韦·鲍尔/汉诺·科夫勒/辛纳克·勋纳曼/詹妮特·海因/乔切·舒托夫/约翰娜·加斯多夫/弗罗里安·巴西奥罗麦/本·贝克,剧情,德国,德语,2018-09-04(威尼斯电影节)/2018-10-03(德国),189分钟,NeverLookAway/WorkWithoutAuthor,tt5311542
影,张艺谋,李威/张艺谋,邓超/孙俪/郑恺/王千源/王景春/胡军/关晓彤/吴磊/封柏,剧情/动作/武侠/古装,中国大陆/香港,汉语普通话,2018-09-30(中国大陆)/2018-09-06(威尼斯电影节),116分钟,三国·荆州/荆州保卫战/Shadow,tt6864046
邪不压正,姜文,姜文/何冀平/李非/孙悦/张北海,彭于晏/廖凡/姜文/周韵/许晴/泽田谦也/安地/史航/李梦/丁嘉丽/陈曦,剧情/喜剧/动作,中国大陆,汉语普通话/英语/日语/法语,2018-07-13(中国大陆),137分钟/134分钟(香港),侠隐/HiddenMan,tt8434380
碟中谍6：全面瓦解,克里斯托弗·麦奎里,克里斯托弗·麦奎里/布鲁斯·盖勒,汤姆·克鲁斯/亨利·卡维尔/文·瑞姆斯/西蒙·佩吉/丽贝卡·弗格森/西恩·哈里斯/安吉拉·贝塞特/凡妮莎·柯比/米歇尔·莫纳汉/韦斯·本特利/费雷德里克·施密特/亚历克·鲍德温/杨亮/克里斯托弗·约纳尔/沃尔夫·布利策/拉斐尔·琼勒/安德鲁·卡扎纳夫·平/克里斯多夫·德·舒瓦西/拉裴尔·德普雷/让·巴普蒂斯特·菲永/马克斯·盖勒/奥利维尔·体班德/亚历山大·普尔/阿利克斯·贝纳泽什/乔伊·安沙/维利贝·托皮奇/格雷厄姆·福克斯/卡斯珀·菲利普森/菲恩·乔利/鲁斯·贝恩/奈杰尔·艾伦,动作/惊悚/冒险,美国/中国大陆/法国/挪威,英语/法语,2018-08-31(中国大陆)/2018-07-27(美国),147分钟/148分钟(中国大陆),碟中谍6/不可能的任务：全面瓦解(台)/职业特工队：叛逆之谜(港)/Mission:Impossible6/MI6,tt4912910
无敌破坏王2：大闹互联网,菲尔·约翰斯顿/瑞奇·摩尔,菲尔·约翰斯顿/帕米拉·里本/瑞奇·摩尔/吉姆·里尔顿/乔西·特立尼达,约翰·C·赖利/萨拉·西尔弗曼/盖尔·加朵/塔拉吉·P·汉森/杰克·麦克布瑞尔/简·林奇/艾伦·图代克/阿尔弗雷德·莫里纳/艾德·奥尼尔/肖恩·吉布朗尼/弗卢拉·博格/蒂莫西·西蒙斯/黄阿丽/韩秘书·布雷克/葛洛泽尔·格林/瑞贝卡·薇索基/山姆·理查森/雅布其·杨-怀特/莫里斯·拉马奇/梅丽莎·维拉斯诺/凯蒂·洛斯/贾米·埃曼/霍拉提奥·桑斯/亚历克斯·莫法特/琼·斯奎布/德拉·萨巴/菲尔·约翰斯顿/约翰·迪·玛吉欧/瑞奇·摩尔/科琳·巴林杰/达尼·费尔南德斯/蒂芙妮·赫雷拉/阿娜·奥缇兹/迪安娜·阿格隆/杰森·曼兹沃克斯/雷蒙德·S·佩尔西/伏霞/罗杰·克莱格·史密斯/蒂姆·艾伦/布拉德·加内特/安东尼·丹尼尔斯/科里·伯顿/范·迪塞尔/维韦卡·波林/迈克·吉亚奇诺/凯文·迪特斯/尼可·斯彻金格/丹·雷诺斯/艾琳·贝达/克里斯汀·贝尔/裘蒂·班森/奥丽伊·卡瓦洛/詹妮弗·黑尔/凯特·希金斯/琳达·拉金/凯莉·麦克唐纳/伊迪娜·门泽尔/曼迪·摩尔/佩吉·奥哈拉/帕米拉·里本/阿尼卡·诺尼·罗斯/温明娜/珍妮卡·贝尔格雷/比尔·哈德尔,喜剧/动画/奇幻/冒险,美国,英语,2018-11-23(中国大陆)/2018-11-21(美国),112分钟,无敌破坏王2/无敌破坏王2：网路大暴走(台)/无敌破坏王2：打爆互联网(港)/无敌破坏王2：破坏王大闹互联网/Wreck-ItRalph2,tt5848272
骡子,克林特·伊斯特伍德,尼克·申克,克林特·伊斯特伍德/PatrickL.Reyes/CesarDeLeón/GustavoMuñoz/JackiePrucha/理查德·赫德/AdamDrescher/ChristiMcClintock/KeithFlippen/艾莉森·伊斯特伍德/黛安·韦斯特/乔·奈泽维奇/泰莎·法米加/维克多·罗塞克/罗伯特·拉萨多/劳伦斯·菲什伯恩/布莱德利·库珀/迈克尔·佩纳/尤金·科德罗/诺尔·古格雷米/安迪·加西亚/小克利夫顿·克林斯/丹尼尔·蒙卡达/伊格纳西奥·塞利齐奥/保罗·阿拉约/卡里姆·J.格里梅斯/迭戈·卡塔诺/迪伦·库斯曼/皮特·布里斯/劳恩·迪恩/曼尼·蒙塔纳/洛博·塞巴斯蒂安/泰丝·马里斯·金凯德/贝琪·阿尔特林格/蒂莫西·卡尔/吉尔·弗林特/凯蒂·吉尔/杰伦·戈登/杰伊·古铁雷斯/塞西尔·M·亨利/雷·埃尔南德斯/肖恩·麦克米伦/德文·奥格登/帕蒂·舍尔哈斯,剧情/悬疑/惊悚/犯罪,美国,英语,2018-12-14(美国),116分钟,毒行侠(港)/赌命运转手(台)/走私运毒者,tt7959026
阿丽塔：战斗天使,罗伯特·罗德里格兹,詹姆斯·卡梅隆/莱塔·卡罗格里迪斯/木城幸人,罗莎·萨拉查/克里斯托弗·沃尔兹/基恩·约翰逊/艾德·斯克林/马赫沙拉·阿里/詹妮弗·康纳利/杰基·厄尔·哈利/拉娜·康多/小豪尔赫·兰登伯格/艾莎·冈萨雷斯/卡斯帕·凡·迪恩/米歇尔·罗德里格兹/爱德华·诺顿/杰夫·法赫/山姆·麦地那/德里克·梅耶斯/艾丽·拉蒙特/豪尔赫·A·希门尼斯/马克·扎罗/比利·布莱尔/伦纳德·吴/特里斯坦·里格斯/迈克尔·洛夫·托利弗/金/达塞尔·丹妮尔/马克·A·怀特,动作/科幻/冒险,美国/加拿大/阿根廷,英语/西班牙语,2019-02-22(中国大陆)/2019-02-05(台湾)/2019-02-14(美国),122分钟,铳梦/铳梦：战斗天使(港)/艾莉塔：战斗天使(台),tt0437086
极限职业,李炳宪,裴世英,柳承龙/李东辉/李荷妮/陈善圭/申河均,喜剧/动作/犯罪,韩国,韩语,2019-01-23(韩国),111分钟,炸鸡特攻队(港)/鸡不可失(台)/极端职业/极限行业/ExtremeJob,tt9541602
“大”人物,五百,胡蓉蓉/杨苗/郭子圣,王千源/包贝尔/王迅/王砚辉/屈菁菁/周游/韩烨洲/盖玥希/刘敏涛/梅婷/潘粤明/乔振宇/景岗山/杜源/高捷/寇占文/刘天佐/马浴柯/霍青/邢瀚卿/李蓓蕾/万沛鑫/张皓然/谢孟伟/姜寒/肖涵/吕晓霖/马京京/黎宇航/成方旭/王子清/王昱涵/王昱淇/郭紫铭/要武/滕根/张奥,动作/犯罪,中国大陆,汉语普通话,2019-01-10(中国大陆),107分钟,大人物/中国版老手/BigMatch/Mr.Big/TheHotHead/TheBigShot,tt9596638
气球,米夏埃尔·赫尔比希,基·霍普金斯/蒂洛·罗斯切森/米夏埃尔·赫尔比希,弗莱德里奇·穆克/卡罗利妮·舒赫/大卫·克劳斯/艾丽西娅·冯·里特贝格/托马斯·克莱舒曼/乔纳斯·霍登里德尔/蒂尔曼·多布勒/克里斯蒂安·纳斯/罗纳德·库克利斯/塞巴斯蒂安·胡克/乌尔里奇·布兰德霍夫/柏恩德·麦克·莱德/凯·伊沃·保利兹/贝恩德·斯特格曼/安婕·特拉乌,剧情/惊悚/历史,德国,德语/英语,2018-09-27(德国),125分钟,奇迹热气球(台)/DerBallon,tt7125774
西虹市首富,闫非/彭大魔,闫非/彭大魔/林炳宝,沈腾/宋芸桦/张一鸣/张晨光/常远/魏翔/赵自强/九孔/李立群/王成思/徐冬冬/艾伦/杨皓宇/黄才伦/王力宏/包贝尔/郎咸平/张绍刚/杨文哲/陶亮/王赞/黄杨/刘鉴/杨沅翰/林炳宝/骆佳/陈昊明/臧一人,喜剧,中国大陆,汉语普通话,2018-07-27(中国大陆),118分钟,HelloMr.Billionaire,tt8529186
一出好戏,黄渤,黄渤/张冀/郭俊立/查慕春/崔斯韦/邢爱娜/黄湛中,黄渤/舒淇/王宝强/张艺兴/于和伟/王迅/李勤勤/李又麟/宁浩/管虎/梁静/徐峥/陈德森/张磊,剧情/喜剧,中国大陆,汉语普通话,2018-08-10(中国大陆),134分钟,大富翁/诳想曲/TheIsland,tt8755316
神奇动物：格林德沃之罪,大卫·叶茨,J·K·罗琳,埃迪·雷德梅恩/凯瑟琳·沃特斯顿/约翰尼·德普/裘德·洛/埃兹拉·米勒/丹·福勒/艾莉森·萨多尔/佐伊·克罗维兹/卡勒姆·特纳/金秀贤/威廉·纳迪兰/凯文·格思里/卡门·艾乔戈/沃尔夫·罗特/德里克·里德尔/科内尔·约翰/英格瓦·埃盖特·西古德松/波佩·科比-特曲/西蒙·米考克/大卫·樱井/维多利亚·耶茨/奥拉维尔·达里·奥拉夫松/大卫·威尔莫特/艾德·高根/奥莉维亚·波皮卡/阿尔菲·西蒙斯/菲奥娜·格拉斯科特/杰米·坎贝尔·鲍尔/托比·瑞格波/约书亚·谢伊/布隆蒂斯·佐杜洛夫斯基/杰西卡·威廉姆斯/欧文·弗热瑞/休·夸希/塔希尔·布尔汉/迈克尔·科布/萨比恩·克洛森/亚历珊德拉·福特/肖恩·吉斯灵厄姆/通恰伊·古奈什/迈克尔·海登/露丝·霍洛克斯/泰·赫尔利/纳西尔·贾玛/卡米尔·雷米泽斯基/迪诺·布加迪,奇幻/冒险,美国/英国,英语,2018-11-16(中国大陆/美国),134分钟/142分钟(加长版),神奇动物在哪里2：格林德沃之罪/怪兽与葛林戴华德之罪(港)/怪兽与葛林戴华德的罪行(台)/神奇动物在哪里2/神奇动物2/FantasticBeastsandWheretoFindThem2,tt4123430
宠儿,欧格斯·兰斯莫斯,德博拉·戴维斯/托尼·麦克纳马拉,奥利维娅·科尔曼/艾玛·斯通/蕾切尔·薇兹/尼古拉斯·霍尔特/乔·阿尔文/马克·加蒂斯/蒂莫西·英纳斯/珍妮·莱恩斯福德/詹姆斯·史密斯/詹姆斯·梅尔维尔/杰克·维尔,剧情/喜剧/同性/传记,爱尔兰/英国/美国,英语,2018-08-30(威尼斯电影节)/2018-11-23(美国),119分钟,争宠(港)/真宠(台)/宠姬/挚爱,tt5083738
一条狗的回家路,查尔斯·马丁·史密斯,W·布鲁斯·卡梅伦/凯瑟琳·迈克,艾什莉·贾德/乔纳·豪尔-金/狗狗谢尔比/亚历山德拉·希普/韦斯·斯塔迪/布莱丝·达拉斯·霍华德/巴里·沃森/克里斯·鲍尔/塔米·吉利斯/派崔克·盖勒/爱德华·詹姆斯·奥莫斯/露西娅·沃尔特斯/莱恩·爱德华兹/约翰·卡西尼/本杰明·拉特纳/斯宾塞·德雷弗/阿丽尔·图里奥/詹妮弗·吉布森/罗南多·博伊斯/法拉赫·阿维瓦/达西·劳瑞/特洛伊·鲁道夫,剧情/冒险,美国,英语,2019-01-18(中国大陆)/2019-01-11(美国),96分钟,贝拉400哩的约定(港)/为了与你相聚(台),tt7616798
反贪风暴3,林德禄,黄浩华/何文龙,古天乐/张智霖/郑嘉颖/邓丽欣/栢天男/谢天华/张继聪/夏嫣/蔡瀚亿/廖启智/谭耀文/卢海鹏/罗兰/麦长青/张松枝/陈庭欣/丁海峰/冯雷/李昕岳,剧情/动作/犯罪,香港,粤语/汉语普通话,2018-09-14(中国大陆)/2018-08-23(香港),97分钟,LStorm,tt8031554
找到你,吕乐,秦海燕,姚晨/马伊琍/袁文康/吴昊宸/王梓尘/陶昕然/高叶/齐欢,剧情/家庭,中国大陆,汉语普通话,2018-10-05(中国大陆)/2018-06-17(上海电影节),102分钟,"谜踪/Lost,Found",tt9034530
廉政风云,麦兆辉,麦兆辉/凌志民/韦浩川,刘青云/张家辉/林嘉欣/袁咏仪/方中信/陈家乐/汤怡/骆应钧/吴岱融/常倩/吴浩康,剧情/悬疑/犯罪,香港/中国大陆,粤语,2019-02-05(中国大陆/香港),114分钟,廉政风云·烟幕/Integrity,tt9575160
罗马,阿方索·卡隆,阿方索·卡隆,雅利扎·阿巴里西奥/玛丽娜·德·塔维拉/迭戈·科蒂娜·奥特里/卡洛斯·佩拉尔塔/马科·格拉夫/丹妮拉·德米萨/南茜·加西亚/维罗妮卡·加西亚/安迪·科特斯/费尔南多·格雷迪亚加/豪尔赫·安东尼奥·格雷罗/拉丁·洛弗,剧情/家庭,墨西哥/美国,西班牙语/米斯特克语/英语,2019-05-10(中国大陆)/2018-08-30(威尼斯电影节)/2018-12-14(美国),135分钟,México'68,tt6155172
