电影,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDb链接
复仇者联盟3：无限战争,安东尼·罗素/乔·罗素,杰克·科比/克里斯托弗·马库斯/斯蒂芬·麦克菲利/吉姆·斯特林,小罗伯特·唐尼/克里斯·海姆斯沃斯/克里斯·埃文斯/马克·鲁弗洛/乔什·布洛林/佐伊·索尔达娜/本尼迪克特·康伯巴奇/克里斯·帕拉特/汤姆·赫兰德/伊丽莎白·奥尔森/保罗·贝坦尼/斯嘉丽·约翰逊/查德维克·博斯曼/塞巴斯蒂安·斯坦/唐·钱德尔/汤姆·希德勒斯顿/安东尼·麦凯/本尼迪克特·王/戴夫·巴蒂斯塔/布莱德利·库珀/范·迪塞尔/凯伦·吉兰/利蒂希娅·赖特/庞·克莱门捷夫/凯莉·库恩/汤姆-沃恩-劳勒/海登·瓦尔希/迈克尔·詹姆斯·肖/泰瑞·诺塔里/本尼西奥·德尔·托罗/彼特·丁拉基/罗斯·马昆德/丹娜·奎里拉/温斯顿·杜克/弗洛伦丝·卡松巴/塞缪尔·杰克逊/雅各布·巴特朗/斯坦·李,动作/科幻/奇幻/冒险,美国,英语,2018-05-11(中国大陆)/2018-04-23(加州首映)/2018-04-27(美国),149分钟,复仇者联盟3：无限之战(港)/复仇者联盟：无限之战(台)/复仇者联盟3：无尽之战/复联3/妇联3(豆友译名)/复仇者联盟3：灭霸传(豆友译名)/Avengers:InfinityWar-PartI/TheAvengers3:Part1,tt4154756
木星之卫,凯内尔·穆德卢佐,凯内尔·穆德卢佐/卡塔·韦伯,梅拉布·尼尼泽/ZsomborJéger/乔治·切豪尔米/莫妮卡·巴尔赛/法里德·拉尔比/列文特·奥尔班/佐尔丹·穆奇/塔马斯·萨博·基梅尔/詹·托盖/莱文特·特尔克伊/彼得·豪曼/安德拉斯·巴林特/山大·特赫斯/塔马斯·珀咖,剧情/科幻,匈牙利/德国,匈牙利语,2017-05-19(戛纳电影节)/2017-06-08(匈牙利),123分钟,天使堕人间(港)/天使追杀令(台)/木星之月/木星的卫星/朱比特之月/多余的人/Jupiter’sMoon,tt5842890
海带,阚若涵,陆子轩,邓飞/刘飏,喜剧/科幻,中国大陆,汉语普通话,2017-10-10(中国大陆),94分钟,TheCrazyKelp,tt7565896
无限密室,特拉维斯·米洛伊,特拉维斯·米洛伊,克里斯托弗·索伦·凯利/卡桑德拉·克拉克/卡贾尔多·林赛/杰西·D·阿罗,科幻/惊悚,美国,英语,2016-05(奇幻电影节)/2017-09-15(美国),103分钟,Somnio,tt3839880
乔纳森,比尔·奥利弗,格雷戈里·戴维斯/彼得·尼科威茨/比尔·奥利弗,安塞尔·艾尔高特/苏琪·沃特豪斯/派翠西娅·克拉克森/马特·波莫/道格拉斯·霍奇斯/苏利芒·西尔·萨瓦内/舒诺里·拉马纳森/乔·埃根德尔,剧情/科幻,美国,英语,2018-04-21(翠贝卡电影节)/2018-11-16(美国),95分钟,切換人生,tt5639446
收割伊丽莎白,塞巴斯蒂安·古提耶雷兹,塞巴斯蒂安·古提耶雷兹,阿比·丽/卡拉·古奇诺/塞伦·希德/迪伦·贝克/马修·比尔德,科幻/惊悚,美国,英语,2018-03-10(西南偏南电影节)/2018-08-10(美国),105分钟,伊丽莎白收获,tt6852872
代号基亚斯：反叛的鲁路修1之兴道,谷口悟朗,大河内一楼/谷口悟朗,福山润/樱井孝宏/野上尤加奈/小清水亚美/名塚佳织/折笠富美子/大原沙耶香/杉山纪彰/千叶纱子/若本规夫/井上喜久子/皆川纯子/南央美/梁田清之/成田剑/飞田展男/中田让治/真殿光昭/桧山修之/加濑康之/新井里美/私市淳/二又一成/辻亲八,科幻/动画,日本,日语,2017-10-21(日本),135分钟,CodeGeass:LelouchoftheRebellion/CODEGEASS:PannideLuluxiuI-Xingdao/KôdoGiasu:HangyakunoRurûshuI-Kôdô,tt8100900
外星人狙击战,西见祥示郎/吉劳姆·雷纳德,巴尔吉特·拉伊/吉劳姆·雷纳德,克里斯·贾伊·阿历克斯/安东尼奥·阿尔瓦雷斯/迪诺·安德拉德/费奥多尔·阿特金/迈克尔·切克利斯/艾朗·多瓦尔/吉安卡罗·埃斯波西托/伊尔琳·菲茨杰拉德/桑迪·福克斯/韦恩·格雷森/豪尔赫·R·古铁雷斯,动作/科幻/动画,法国/日本,法语,2017-06-13(安锡动画电影节)/2018-10-12(日本),90分钟,Mutafukaz/MFKZ,tt4717402
铁甲战神,乔·米亚,罗恩·阿塞尔/乔·米亚,李·佩斯/贝纳尼丝·玛尔洛/艾米·路易斯·威尔逊/杰森·弗莱明/思布莱丽·吉思莱塔那/肯尼思·霍/汤姆·费尔富特/艾伦·桑蒂尼/万迪莱·莫尔巴西/塞科蒂·SK·塔巴内/LeroyGopal/WelileNzunza/PatrickBakoba/BenTjibe/ChantalHerman/BarilengMalebye,动作/科幻/战争,英国,英语,2018-11-30(中国大陆)/2017-07-01(日本),87分钟,起义/战俘/PrisonerofWar,tt3722614
黑豹,瑞恩·库格勒,瑞恩·库格勒/乔·罗伯特·科尔/斯坦·李/杰克·科比,查德维克·博斯曼/露皮塔·尼永奥/迈克尔·B·乔丹/丹娜·奎里拉/马丁·弗瑞曼/丹尼尔·卡卢亚/利蒂希娅·赖特/温斯顿·杜克/斯特林·K·布朗/安吉拉·贝塞特/福里斯特·惠特克/安迪·瑟金斯/弗洛伦丝·卡松巴/约翰·卡尼/大卫·S·李/娜比娅·毕,动作/科幻/冒险,美国/南非/韩国/澳大利亚,斯瓦希里语/英语/科萨语/韩语,2018-03-09(中国大陆)/2018-02-16(美国),134分钟/135分钟(中国大陆),,tt1825683
少女地球守护者,乔纳森·赫尔伯特,克雷·杰特/CharlesSpano/WillBasanta,玛格丽特·库里/安东尼·麦凯/丹尼·赫斯顿/蒂根·约翰逊,科幻,美国,英语,2019-01-18(美国),96分钟,少女救地球,tt3256226
2036来历不明,HasrafDulull,GaryHall/HasrafDulull,凯缇·萨克霍夫/雷·费隆/朱莉·考科斯,科幻/惊悚,英国,英语,2018-06-01(美国),94分钟,2036未知来源,tt4575328
怪兽,戴金垸,戴金垸/唐彬彬,杨苏/郑铭/韩彦博/卢野/陈三木/肖龙,科幻/悬疑,中国大陆,汉语普通话,2018-09-19(中国大陆),86分钟,,
零号病人,斯戴芬·卢佐维茨基,MikeLe,娜塔莉·多默尔/马特·史密斯/克莱夫·斯坦登/斯坦利·图齐/约翰·C·布莱德利/安娜斯塔西亚·哈罗德/阿格妮丝·迪恩/豪尔赫·莱昂·马丁内斯/皮帕·贝内特-华纳/詹姆斯·诺斯科特/柯林·麦克法兰/蒂利亚纳·布克丽瓦,动作/科幻/恐怖,英国,英语,2018-08-14(美国),93分钟,PatientZ,tt3458254
24小时：末路重生,布莱恩·斯莫兹,扎克·迪恩/吉姆·麦克莱恩/罗恩·米塔,伊桑·霍克/许晴/保罗·安德森/鲁特格尔·哈尔/利亚姆·坎宁安/娜塔莉·博尔特/坦娅·范·格拉恩/哈基姆·凯-卡西姆/珍娜·厄普顿/艾丹·怀托克/蒂龙·基奥/杰瑞米·杨/苏珊·玲·杨/理查德·洛锡安/比约恩·施泰因巴赫/布兰登·默雷/安德鲁·莫尔加多/杰森·梅德/加里·格鲁森/亚历克斯·安洛斯/谢恩·约翰·克鲁格,动作/科幻/惊悚/犯罪,美国/中国大陆/南非,英语/汉语普通话,2018-01-26(中国大陆)/2017-10-26(奥斯汀电影节),93分钟,24小时生存/一日求生/只活24小时,tt5442456
人类办事处,罗布·W·金,DaveSchultz,尼古拉斯·凯奇/休·狄伦/维斯勒·夏农/杰特·克莱恩/莎拉·林德/JakobDavies/LorneCardinal/大卫洛夫格伦/梅尔·塔克/LeoFafard,动作/科幻,加拿大,英语,2017-11-14(美国)/2017-12-01(瑞典),95分钟,人类管理局,tt6143568
致命勘探,ChrisCaldwell/ZeekEarl,ChrisCaldwell/ZeekEarl,佩德罗·帕斯卡/杰伊·杜普拉斯/SophieThatcher,剧情/科幻/惊悚,美国,英语,2018-03-10(西南偏南电影节),98分钟,异星探索(台),tt7946422
此刻只有你共我,瑞德·穆拉诺,迈克·马考斯基,彼特·丁拉基/艾丽·范宁/夏洛特·甘斯布/保罗·吉亚玛提,科幻,美国,英语,2018-01-21(圣丹斯电影节)/2018-09-21(美国),93分钟,我想我们现在很孤独/此刻只有你和我,tt6169694
迫日营救,CarlStrathie,CarlStrathie,史蒂文·奥格/爱丽丝·洛维,动作/科幻/冒险,英国,英语,2018-06-27(爱丁堡电影节),90分钟,,tt6134274
假面骑士亚马逊们剧场版 最后的审判,石田秀范,高橋悠也,藤田富/鷹山仁/谷口贤志/武田玲奈,动作/科幻,日本,日语,2018-05-19(日本),101分钟,假面骑士亚马逊们完结篇,tt8108180
魔神Z,志水淳儿,永井豪/小泽高广,森久保祥太郎/茅野爱衣/上坂堇/花江夏树/关俊彦/小清水亚美/森田顺平/石冢运升/藤原启治/宫迫博之/朴璐美/高木涉/菊池正美/岛田敏/盐屋浩三/田所梓/山口胜平/伊藤美来/藤原贵弘/川原庆久/新井良平/荒井聪太/服卷浩司/半田裕典/利根健太朗/村田太志/平井启二/藤本隆弘/织田优成/武田幸史/三浦祥朗/植田佳奈/本渡枫/田中亮一/田上真里奈/长江里加/木村遥/森下由树子/东城日沙子/松岛美野里/石丸博也,科幻/动画/灾难,日本,日语,2019-03-08(中国大陆)/2018-01-13(日本),94分钟(中国大陆)/95分钟,铁甲万能侠：决战魔神(港)/剧场版无敌铁金刚INFINITY(台)/魔神Z剧场版,tt6470762
黑盒子,SadracGonzález-Perellón,SadracGonzález-Perellón,LowenaMcDonell/JulianNicholson/HaydéeLysander/MarcPuiggener/DanielM.Jacobs/LucyTillett(voice),剧情/科幻/恐怖,西班牙,英语,2017-07-04(纳沙泰尔奇幻电影节),105分钟,爱丽丝的黑盒子(台)/黑空笼,tt5687424
人狼,金知云,金知云/押井守,姜栋元/韩孝周/郑雨盛/金武烈/韩艺璃/许峻豪/崔珉豪/申银秀/崔镇浩/玉子妍/李济延/李东河/李率求/沈昭英/郑元中/金宰荣/刘尚宰/郑基燮/刘志龙/金范来/金哲允/林智亨/朴秉恩/文艺媛/全汝彬/张元亨/洪仁/朴晟泽/金炫俊/文在元/姜贤重/朴正植/郑米楠/朴亨洙/林哲亨/朴珠熙/金贤昌,动作/爱情/科幻,韩国,韩语,2018-07-25(韩国),138分钟,Illang:TheWolfBrigade,tt3967878
第一缕曙光,杰森·斯通,杰森·斯通/安德鲁·C·埃里,斯戴芬妮·斯考特/西奥多·佩尔兰/萨伊德·塔格马奥/珀西·海恩斯·怀特/凯特·伯顿/雅内-莱恩·格林/贾密尔·弗伦奇/克莉丝汀·布丝/肖恩迪瓦恩/亚历山大·戈麦斯,科幻/惊悚,加拿大,英语,2018-03-10(西南偏南电影节),91分钟,MysteriousLights/AtFirstLight,tt5994166
蝙蝠侠：煤气灯下的哥谭,刘山姆,詹姆斯·克里格/布赖恩·奥古斯塔廷/迈克·米格诺拉/鲍勃·凯恩/比尔·芬格/丹尼·奥尼尔/迪克·乔达诺,布鲁斯·格林伍德/詹妮弗·卡朋特/克里斯·考克斯/约翰·迪·玛吉欧/大卫·福塞思/格蕾·德丽斯勒/安东尼·海德/鲍勃·乔尔斯/尤里·洛文塔尔/林肯·梅尔彻/斯科特·帕特森/威廉·赛莱耶/塔拉·斯特朗/布鲁斯·提姆/卡瑞·伍尔,动作/科幻/动画/悬疑/犯罪,美国,英语,2018-01-12(华盛顿首映)/2018-02-06(美国),78分钟,,tt7167630
神秘博士元旦特辑：新年决心,杰米·奇尔兹/韦恩·叶,克里斯·齐布纳尔,朱迪·惠特克/夏洛特·里奇/布莱德利·沃尔什/托辛·科尔/曼迪·吉尔/SophieDuval/DanielAdegboyega/NikeshPatel,科幻/悬疑,英国,英语,2019-01-01(英国)/2019-01-02(澳大利亚/新西兰),60分钟,NewYear'sDaySpecials—Episode1:Resolution/毒液：不辱使命,tt8758636
第三波,DavidFreyne,DavidFreyne,艾伦·佩吉/汤姆-沃恩-劳勒/山姆·基利/斯图尔特·格雷厄姆/艾米·德·毕罕/彼得·坎皮恩/LesleyConroy,科幻/恐怖,爱尔兰,英语,2017-09-09(多伦多电影节)/2018-04-20(爱尔兰),95分钟,丧尸3/4(港)/丧尸病狂(台)/康复僵尸/TheThirdWave,tt3463106
预兆,黑泽清,高桥洋/黑泽清,夏帆/染谷将太/东出昌大/中村映里子/岸井雪乃/安井顺平/石桥桂/吉冈睦雄/大塚弘太/千叶哲也/诹访太朗/渡边真起子/中村诚/大杉涟,科幻,日本,日语,2017-11-11(日本),140分钟,预兆电影版,tt7931422
代号基亚斯：反叛的鲁路修3之皇道,谷口悟朗,大河内一楼/谷口悟朗,福山润/樱井孝宏/野上尤加奈/小清水亚美/名塚佳织/绿川光/金井美香/伊藤沙织/高田裕司/真殿光昭/仓田雅世/桧山修之/私市淳/加濑康之/水岛大宙/成田剑/千叶纱子/白鸟哲/井上喜久子/新井里美/大原沙耶香/折笠富美子/杉山纪彰/保志总一朗/后藤邑子/井上伦宏/三户耕三/内田聪明/中田让治/皆川纯子/幸野善之/渡边明乃/山野井仁/河城英之介/百百麻子/若本规夫,动作/科幻/动画,日本,日语,2018-05-26(日本),140分钟,CodeGeass:HangyakunoLelouchIII-Oudou,
时间怪客,安德鲁·鲍勒,安德鲁·鲍勒,阿萨·巴特菲尔德/苏菲·特纳/斯凯勒·吉桑多/奥布雷·雷诺兹/约瑟夫·朴/凯登·J·格雷戈尔/科洛尔·钱伯斯/马克·布洛克维奇/玛丽莲·米勒/威廉·佩尔茨,喜剧/爱情/科幻,美国,英语,2018-11-09(美国),104分钟,初恋时光机(台),tt6769280
数码宝贝大冒险tri. 第6章：我们的未来,元永庆太郎,本乡昭由/柿原优子,花江夏树/三森铃子/细谷佳正/田村睦心/吉田仁美/榎木淳弥/池田纯矢/市道真央/荒川美穗/坂本千夏/重松花鸟/山口真弓/樱井孝宏/山田蘑菇/松本美和/竹内顺子/德光由禾/森下由树子/浪川大辅/青山穰/武内骏辅/松泽千晶/千叶进步/小松郁/岩濑周平/小林直人/井上宝/滨田洋平/平田广明,科幻/动画/冒险,日本,日语,2018-05-05(日本),98分钟,,tt5468022
天才J之谜题里的倒计时,曾庆杰,,陈思宇/王子清/小夕/徐凡/梁辰羽,科幻/悬疑,中国大陆,汉语普通话,2018-08-30(中国大陆),75分钟,,tt8939168
吃货宇宙,陈廖宇,向华/周优悠/梁爽/易暄,张鹤来/张栩儿/刘思童/吴旭/孙博/陈子平/崔志刚/廖伟/郭笑/孙照博/将小北/胖妞,喜剧/科幻/动画,中国大陆,汉语普通话,2018-06-16(中国大陆),89分钟,Foodiverse,
魔法科高校的劣等生 呼唤星辰的少女,吉田りさこ,佐島勤,中村悠一/早见沙织/内山夕实/寺岛拓笃/佐藤聪美/田丸笃志/雨宫天/巽悠衣子/花泽香菜/井上麻里奈/诹访部顺一/日笠阳子/小原好美,剧情/动作/科幻/动画,日本,日语,2017-06-17,90分钟,TheIrregularatMagicHighSchoolTheMovie:TheGirlWhoCallstheStars,tt6580380
花悸,黄璜,那由她,谢治勋/王歆霆/张杨智子,爱情/科幻/惊悚,中国大陆,汉语普通话,2018-01-26(中国大陆),75分钟,TheRevengeOfPlant,
数码宝贝大冒险tri. 第5章：共生,元永庆太郎,广田光毅/本乡昭由,花江夏树/三森铃子/细谷佳正/田村睦心/吉田仁美/榎木淳弥/池田纯矢/市道真央/荒川美穗/浪川大辅/甲斐田裕子/坂本千夏/重松花鸟/山口真弓/樱井孝宏/山田蘑菇/松本美和/竹内顺子/德光由禾/森下由树子/平田广明,科幻/动画/冒险,日本,日语,2017-09-30(日本),89分钟,,tt5468018
救世超能：永无止境,MatthewCharlesSantoro,JuliaFair/MatthewCharlesSantoro,乔丹·莘森/朗·埃达德/科鲁姆·费奥瑞/奥斯汀·斯托维尔/JadeTailor/汤姆·怀特/WinstonJamesFrancis/理查德·波特诺/梅·梅纳康/玛丽·贾菲/劳拉·玛高丽丝/奥玛·杜姆/林克·汉德/理查德·多顿/FitzHouston,动作/科幻/惊悚,美国,英语,2018-05-11(美国),92分钟,,tt2924392
等待指示,JohnnyKevorkian,GavinWilliams,大卫·布拉德利/AbigailCruttenden/NeerjaNaik,科幻/悬疑/恐怖,英国,英语,2018-10-05(美国),91分钟,,tt4971408
超能奇才,AlexHaughey/BrianVidal,AlexHaughey/BrianVidal,RichardNeil/萨凡纳莱尔斯/JoleneAndersen/EmilioPalame/DavidLinski/HarveyQ.Johnson/AralGribble/AveryBarkdull/TrevorCastillo/PenelopeFigueroa/MarkusHaskins/ChristinaHolder/AlexandraMatthew,科幻/惊悚,美国,英语,2018-03-13(美国),80分钟,神童,tt5017936
伊阿索密码,李伟/张楠,余思/袁哲,梁静/赵立新/李兰迪/王佳佳/周明汕/胡晓光/杨轶/董大庆/贺宽/李圣佳,科幻/悬疑/惊悚,中国大陆,汉语普通话,2018-06-22(中国大陆),88分钟,北极/TheSecretOfImmortalCode,tt8612254
异形魔怪：极寒之日,DonMichaelPaul,迈克尔·格罗斯MichaelGross,杰米·肯尼迪/迈克尔·格罗斯/坦娅·范·格拉恩/Jamie-LeeMoney/珍娜·厄普顿/格雷格·克列克,动作/科幻/恐怖,美国,英语,2018-05-01(美国),98min,Tremors6,tt6086082
捷德奥特曼 剧场版：连接吧！心愿！！,坂本浩一,根元歳三/安達寛高,滨田龙臣/山本千寻/长谷川真优/小泽雄太/本仮屋唯佳/青柳尊哉/石黑英雄/小西克幸/三森铃子/潘惠美/浅沼晋太郎/宫野真守/绿川光/神谷浩史/关智一/入野自由/田中秀幸/池田昌子/西冈德马,动作/科幻/动画,日本,日语,2018-03-10(日本),90分钟,ウルトラマンジードUltramanGeed/UltramanGeedTheMovie:I'llConnectWiththeWish!,tt7772394
佐伊,德雷克·多雷穆斯,理查德·格林伯格,伊万·麦克格雷格/蕾雅·赛杜/拉什达·琼斯/提奥·詹姆斯/马修·格雷·古柏勒/米兰达·奥图/克里斯蒂娜·阿奎莱拉/海伦·约翰斯/凯尔·盖特豪斯/斯蒂芬妮·吴/崔斯坦·D·拉勒,爱情/科幻,美国,英语,2018-04-21(翠贝卡电影节)/2018-07-20(美国),104分钟,,tt6010628
美丽之星,吉田大八,三岛由纪夫/吉田大八,中川雅也/龟梨和也/桥本爱/中岛朋子/佐佐木藏之介,剧情/科幻,日本,日语,2017-05-26(日本),127分钟,美丽星球/美丽的星球/ABeautifulStar,tt5512160
不期而遇,富尔维奥·塞斯蒂托,RebeccaBerrih/MarcPorterfield/富尔维奥·塞斯蒂托/WarrenThomas,彼得·斯特曼/乔丹·莘森/马丁·桑斯梅耶/唐·斯达克/迪·沃伦斯/莱安·卡勒斯/克劳德·杜哈梅尔/丹尼埃尔·布鲁吉奥/迈克尔·本耶尔,科幻/悬疑/惊悚,美国,英语,2018-09-21(美国),82分钟,邂逅未知/FalseMemorySyndrome/Encounter,tt3665498
最后的日出,任文,任文/梅衍康/宇敏/李昳青,张珏/张苒,科幻,中国大陆,汉语普通话,2019-02-22(中国大陆),104分钟,LastSunrise,tt8922832
宁静,斯蒂文·奈特,斯蒂文·奈特,马修·麦康纳/安妮·海瑟薇/戴安·琳恩/杰森·克拉克/杰曼·翰苏/杰瑞米·斯特朗/加里恩·多德/肯尼思·霍/罗伯特·霍布斯/拉斐尔·赛耶/埃登·布胡格鲁/纪尧姆·萨里文特/维纳亚·桑古尔,剧情/科幻/悬疑,美国,英语,2019-01-25(美国),106分钟,惊涛布局(台),tt6476140
黑暗心灵,吕寅荣,查德·霍奇/亚历山德拉·布拉肯,阿曼德拉·斯坦伯格/曼迪·摩尔/格温多兰·克里斯蒂/布莱德利·惠特福德/哈里斯·迪金森/马克·奥布莱恩/韦德·威廉姆斯/华莱士·朗翰/帕特里克·吉布森/高顿·布鲁克斯/司盖兰·布鲁克斯/凯萨琳·戴尔/米娅·切赫/佩顿·威奇/凯蕾·里维拉/查尔斯·格林/卡尔森·霍尔姆斯/莉娅·朱厄特/盖奇·劳森,科幻/惊悚,美国,英语,2018-08-03(美国),104分钟,暗黑之心(港/台),tt4073790
机器猛犬,奥利弗·达利,奥利弗·达利,托马斯·简/贝姬·戈麦斯/多米尼克·瑞恩斯/特德·麦金利/亚历克斯·诺伊施泰特/斯黛茜·阿伦·拉布/埃里克·艾特巴里/萨姆·厄普顿/玛德琳·贝塔尼/乔纳森·坎普/多里安·金,科幻/冒险,美国,英语,2018-08-24(美国),100分钟,机动战犬(港)/机器战犬(台)/AXL/Miles,tt5709188
缄默,邓肯·琼斯,邓肯·琼斯/迈克尔·罗伯特·约翰逊,亚历山大·斯卡斯加德/保罗·路德/贾斯汀·塞洛克斯/罗伯特·席安/谢妮布·萨利赫/罗伯特·卡辛斯基/多米尼克·莫纳汉/山姆·洛克威尔/丹尼尔·法瑟斯/诺埃尔·克拉克/弗洛伦丝·卡松巴/克斯腾·布劳克/安杰伊·布卢门菲尔德/尼基·兰伯恩/卡罗琳·彼得斯/劳拉·德波尔/马蒂·博斯泰特/杰尼斯·纽沃纳/安妮娜·沃尔特/尤金·鲍德尔,科幻/悬疑/惊悚,英国/德国,英语/德语,2018-02-23(美国),126分钟,静音/默(港/台)/沉默,tt1464763
华氏451,拉敏·巴哈尼,拉敏·巴哈尼/阿米尔·纳得瑞/雷·布莱德伯里,迈克尔·B·乔丹/索菲亚·波多拉/迈克尔·珊农/梅寇·阮/迪伦·泰勒/SaadSiddiqui/莉莉·辛格/德鲁·尼尔森/雷欧·巴奈扎/凯尔·杜拉/乔安妮·博兰德/林恩·格里芬/ZacharyWiseman/AlexanderYarwood/ScottEdgecombe/杜安·莫瑞/马丁·唐文/乔·平格/大卫·托帕/提姆·波斯特/查得卡米列里/坎蒂·亚历山大/格蕾丝·林恩·孔/简·莫凡特/肖恩·琼斯/丹尼尔·祖尔格哈德利/MichaelSercerchi,剧情/科幻/惊悚,美国,英语,2018-05-12(戛纳电影节)/2018-05-19(美国),100分钟,华氏451度,tt0360556
冰肤传说,泽维尔·吉恩斯,赫苏斯·奥尔莫/埃伦·希恩/艾伯特·桑切斯·皮诺,雷·史蒂文森/大卫·奥克斯/奥拉·加里多/温斯洛·M·岩城/约翰·本菲尔德/本·坦普尔/伊凡·冈萨雷斯,科幻/惊悚/冒险,西班牙/法国,英语,2017-09-10(法国L'Étrange电影节)/2017-10-20(西班牙),108分钟,冷皮/冰海异种(台)/Lapielfría,tt1034385
哥斯拉：怪兽行星,静野孔文/濑下宽之,虚渊玄,梶裕贵/诹访部顺一/花泽香菜/樱井孝宏/杉田智和/小野大辅/中井和哉/堀内贤雄/三宅健太/山路和弘/宫野真守,动作/科幻/动画,日本,日语,2018-09-21(中国大陆)/2017-11-17(日本),89分钟,哥斯拉：怪兽惑星(港)/哥斯拉：怪兽星球/GODZILLA第一章/Godzilla:PlanetoftheMonsters/Godzilla:MonsterPlanet,tt5979874
这个男人来自地球：全新纪,理查德·沙因克曼,理查德·沙因克曼/EmersonBixby,大卫·李·史密斯/威廉姆·卡特/凡妮莎·威廉斯/布莱特妮·柯伦/迈克尔·多恩/斯特林·奈特,科幻,美国,英语,2017-06-10(美国),98分钟,这个男人来自地球2,tt5770864
超能泰坦,伦纳特·拉夫,阿拉什·阿梅尔/马克斯·赫维茨,萨姆·沃辛顿/泰勒·席林/汤姆·威尔金森/阿格妮丝·迪恩/娜塔莉·伊曼纽尔/诺亚·尤佩/克里·约翰逊/亚历山大·约瓦诺维奇/迪耶戈·博内塔/亚伦·赫弗南/娜奥米·巴特里克/史蒂芬·克里/娜塔莉·波萨/弗朗西斯科·加里多/凯尔·索列尔/本·奥德里基/古斯塔沃·萨尔梅龙,科幻/惊悚,美国/英国,英语,2018-10-12(中国大陆)/2018-03-30(美国),97分钟,末世异种(台)/泰坦,tt4986098
狂暴巨兽,布拉德·佩顿,瑞安·恩格尔/卡尔顿·库斯/莱恩·康道尔/亚当·希泰凯尔,道恩·强森/娜奥米·哈里斯/杰弗里·迪恩·摩根/玛琳·阿克曼/杰克·莱西/乔·曼根尼罗/玛丽·谢尔顿/P·J·伯恩/德米垂斯·格罗斯/杰克·奎德/布里安·希尔/马特·杰拉德/李威尹/尤里亚·费伯/布鲁斯·布莱克希尔/杰森·莱尔斯/马克·威尔斯/阿莉莎·布鲁克/亚当·希泰凯尔/加里·维克斯/阿诺德·陈,动作/科幻/冒险,美国,英语,2018-04-13(美国/中国大陆),107分钟,末日困兽战(港)/毁灭大作战(台)/狂暴：世纪浩劫/狂暴/怪兽大破坏,tt2231461
匿名者,安德鲁·尼科尔,安德鲁·尼科尔,克里夫·欧文/阿曼达·塞弗里德/科鲁姆·费奥瑞/索尼亚·瓦格尔/马克·奥布莱恩/乔·平格/伊多·戈德堡/塞巴斯蒂安·皮戈特/瑞秋·罗伯茨/马克·格拉齐尼/康拉德·科茨/梅寇·阮/萨拉·米蒂奇/达蒙·伦延,科幻/惊悚,德国/美国/加拿大,英语,2018-05-03(希腊)/2018-05-25(德国),100分钟,未来杀姬：Anon(港)/视界战(台)/未几,tt5397194
犬屋敷 真人版,佐藤信介,奥浩哉/桥本裕志,木梨宪武/佐藤健/本乡奏多/二阶堂富美/三吉彩花/福崎那由他/滨田麻里/齐藤由贵/伊势谷友介,动作/科幻,日本,日语,2018-04-20(日本),127分钟,犬屋/杀戮重生犬屋敷(台)/Inuyashiki,tt6340500
芳龄十六,丹尼什卡·埃斯特哈奇,丹尼什卡·埃斯特哈奇,凯蒂·道格拉斯/塞莉纳·马丁/莎拉·坎宁/阿玛莉亚·威廉姆森/凯特·维克里,科幻,加拿大,英语,2019-03-01(加拿大),104分钟,,tt4006302
升级,雷·沃纳尔,雷·沃纳尔,罗根·马歇尔-格林/梅拉里·沃列何/哈里森·吉尔伯特森/本尼迪克·哈迪/克里斯托弗·卡比/理查德·考索恩/琳达·克罗珀/贝蒂·加布里埃尔/罗斯科·坎贝尔/理查德·阿纳斯塔西奥斯/史蒂夫·丹尼尔森/迈克尔·M·福斯特/雷纳·加拉赫/克莱顿·雅各布森,动作/科幻/惊悚,澳大利亚,英语,2018-03-10(西南偏南电影节)/2018-06-01(美国),100分钟,Stem/人类升级/2.0人机合一,tt6499752
智慧囚屋,FedericoD'Alessandro,NogaLandau,麦卡·梦露/艾德·斯克林/加里·奥德曼/FistonBarek/IvanaZivkovic/SharonD.Clarke/IanVirgo/PaulLeonardMurray/DragoljubLjubicic/IreneChiengueChiendjo/GregDeCuir/DanijelKorsa/SasaTomic,科幻/惊悚,美国,英语,2018-06-29(美国),97分钟,机器禁室,tt4357394
超人王朝,刘山姆,詹姆斯·克里格/蒂姆·谢里丹,杰瑞·奥康奈尔/丽贝卡·罗梅恩/雷恩·威尔森/帕特里克·法比安/查尔斯·哈尔福德/卡梅隆·莫纳汉/克莱斯·威廉斯/罗莎里奥·道森/内森·菲利安/克里斯托弗·戈勒姆/谢默·摩尔/耐姆比·耐姆比/杰森·奥玛拉/洛奇·卡罗尔/特雷弗·德瓦/保罗·伊丁/詹妮弗·黑尔/艾丽卡·鲁特雷尔/马克斯·迈特尔曼/托克斯·奥拉贡多耶/托尼·托德/布兰达·斯特朗,动作/科幻/动画,美国,英语,2019-01-10(美国),87分钟,,tt7167686
呼吸,丹尼尔·罗比,纪尧姆·勒曼/吉米·贝蒙/马蒂厄·德洛济尔,罗曼·杜里斯/欧嘉·柯瑞兰寇/芳汀·阿杜安/米歇尔·罗班/安娜·盖洛/埃尔加·马拉蒂耶/亚历克西斯·曼蒂,科幻/灾难,法国/加拿大,法语/英语,2019(中国大陆)/2018-04-04(法国),89分钟,雾袭花都/全面霾伏(台)/霧險一博(港)/JustABreathAway,tt5092380
